tvgtrackcode_x,racedate,race,R_Starters,R_TrackName,bettinginterestnumber_x,B_Horse,B_Jockey,B_MLOdds,H_JockMeetWinPct,H_JockMeetMoneyPct,H_JockYTDWinPct,H_TrainerYTDWinPct,H_TrainerYTDMoneyPct,S_BestFastDirt,S_BestTurf,T_Trainer_1,T_WinPct_1,T_WinPct_2,T_WinPct_3,T_WinPct_4,T_WinPct_5,HR_Beyer_1,HR_Beyer_2,HR_Beyer_3,HR_Beyer_4,HR_Beyer_5,tvgtrackcode_y,bettinginterestnumber_y,horsename,morninglineodds,currentodds,winpayout
CD,2020-06-04,6,15.0,Churchill Downs,3,Baquero Flies,Court J K,20-1,0.05,0.21,0.02,0.1,0.34,54,0,Lukas D Wayne,0.09,0.09,0.19,,,30.0,50.0,48.0,51.0,54.0,bel,14,a d'oro,7/2,4,10.0
CD,2020-06-04,6,15.0,Churchill Downs,3,Baquero Flies,Court J K,20-1,0.05,0.21,0.02,0.1,0.34,54,0,Lukas D Wayne,0.09,0.09,0.19,,,30.0,50.0,48.0,51.0,54.0,cd,9,botero,6/5,1/2,3.0
CD,2020-06-04,6,15.0,Churchill Downs,4,Chapel Barn,De La Cruz F,30-1,0.0,0.13,0.08,0.0,0.14,60,0,Steele Brandi,0.0,0.25,0.13,0.06,0.1,60.0,50.0,44.0,48.0,29.0,bel,14,a d'oro,7/2,4,10.0
CD,2020-06-04,6,15.0,Churchill Downs,4,Chapel Barn,De La Cruz F,30-1,0.0,0.13,0.08,0.0,0.14,60,0,Steele Brandi,0.0,0.25,0.13,0.06,0.1,60.0,50.0,44.0,48.0,29.0,cd,9,botero,6/5,1/2,3.0
CD,2020-06-04,6,15.0,Churchill Downs,5,Rustic Rick,Baze T C,12-1,0.11,0.33,0.1,0.06,0.19,72,70,Williamson Brian,0.0,0.11,0.12,0.1,,21.0,70.0,52.0,72.0,62.0,bel,14,a d'oro,7/2,4,10.0
CD,2020-06-04,6,15.0,Churchill Downs,5,Rustic Rick,Baze T C,12-1,0.11,0.33,0.1,0.06,0.19,72,70,Williamson Brian,0.0,0.11,0.12,0.1,,21.0,70.0,52.0,72.0,62.0,cd,9,botero,6/5,1/2,3.0
CD,2020-06-04,6,15.0,Churchill Downs,6,Hitthegroundrunnin,Hernandez C J,20-1,0.18,0.36,0.15,0.0,0.08,59,36,Barnett Bobby C,0.0,0.11,0.13,0.04,,43.0,54.0,47.0,46.0,41.0,bel,14,a d'oro,7/2,4,10.0
CD,2020-06-04,6,15.0,Churchill Downs,6,Hitthegroundrunnin,Hernandez C J,20-1,0.18,0.36,0.15,0.0,0.08,59,36,Barnett Bobby C,0.0,0.11,0.13,0.04,,43.0,54.0,47.0,46.0,41.0,cd,9,botero,6/5,1/2,3.0
CD,2020-06-04,6,15.0,Churchill Downs,7,Piantagrane,Talamo J,15-1,0.02,0.25,0.14,0.08,0.24,46,81,Zito Nicholas P,0.13,0.07,0.09,0.09,,46.0,59.0,55.0,81.0,74.0,bel,14,a d'oro,7/2,4,10.0
CD,2020-06-04,6,15.0,Churchill Downs,7,Piantagrane,Talamo J,15-1,0.02,0.25,0.14,0.08,0.24,46,81,Zito Nicholas P,0.13,0.07,0.09,0.09,,46.0,59.0,55.0,81.0,74.0,cd,9,botero,6/5,1/2,3.0
CD,2020-06-04,6,15.0,Churchill Downs,9,Botero,Garcia M,6-5,0.14,0.33,0.19,0.25,0.56,75,0,Cox Brad H,0.26,0.25,0.24,0.28,,73.0,73.0,65.0,60.0,51.0,bel,14,a d'oro,7/2,4,10.0
CD,2020-06-04,6,15.0,Churchill Downs,9,Botero,Garcia M,6-5,0.14,0.33,0.19,0.25,0.56,75,0,Cox Brad H,0.26,0.25,0.24,0.28,,73.0,73.0,65.0,60.0,51.0,cd,9,botero,6/5,1/2,3.0
CD,2020-06-04,6,15.0,Churchill Downs,10,True to Dixie,Gaffalione T,15-1,0.18,0.48,0.18,0.0,0.25,70,0,Pitts Helen,0.0,0.1,0.05,0.14,,44.0,50.0,57.0,57.0,45.0,bel,14,a d'oro,7/2,4,10.0
CD,2020-06-04,6,15.0,Churchill Downs,10,True to Dixie,Gaffalione T,15-1,0.18,0.48,0.18,0.0,0.25,70,0,Pitts Helen,0.0,0.1,0.05,0.14,,44.0,50.0,57.0,57.0,45.0,cd,9,botero,6/5,1/2,3.0
CD,2020-06-04,6,15.0,Churchill Downs,12,Lanse Mitan,Geroux F,8-1,0.11,0.25,0.17,0.12,0.4,54,43,Brisset Rodolphe,0.18,0.11,0.18,0.14,0.07,54.0,49.0,43.0,57.0,46.0,bel,14,a d'oro,7/2,4,10.0
CD,2020-06-04,6,15.0,Churchill Downs,12,Lanse Mitan,Geroux F,8-1,0.11,0.25,0.17,0.12,0.4,54,43,Brisset Rodolphe,0.18,0.11,0.18,0.14,0.07,54.0,49.0,43.0,57.0,46.0,cd,9,botero,6/5,1/2,3.0
CD,2020-06-04,6,15.0,Churchill Downs,13,Tom's Last General,Saez G,15-1,0.08,0.38,0.13,0.15,0.5,53,74,Baker James E,0.2,0.19,0.18,0.22,,45.0,46.0,72.0,53.0,63.0,bel,14,a d'oro,7/2,4,10.0
CD,2020-06-04,6,15.0,Churchill Downs,13,Tom's Last General,Saez G,15-1,0.08,0.38,0.13,0.15,0.5,53,74,Baker James E,0.2,0.19,0.18,0.22,,45.0,46.0,72.0,53.0,63.0,cd,9,botero,6/5,1/2,3.0
CD,2020-06-04,6,15.0,Churchill Downs,14,Jimmy At Last,De La Cruz F,10-1,0.0,0.13,0.08,0.11,0.37,70,59,DiVito James P,0.17,0.2,0.16,,,56.0,61.0,47.0,62.0,71.0,bel,14,a d'oro,7/2,4,10.0
CD,2020-06-04,6,15.0,Churchill Downs,14,Jimmy At Last,De La Cruz F,10-1,0.0,0.13,0.08,0.11,0.37,70,59,DiVito James P,0.17,0.2,0.16,,,56.0,61.0,47.0,62.0,71.0,cd,9,botero,6/5,1/2,3.0
CD,2020-06-04,7,15.0,Churchill Downs,1,Counter Offer,Leparoux J R,5-1,0.08,0.25,0.11,0.1,0.34,73,84,Wilkes Ian R,0.16,0.12,0.13,0.14,,80.0,84.0,77.0,77.0,67.0,bel,1,riken,10,25,52.5
CD,2020-06-04,7,15.0,Churchill Downs,1,Counter Offer,Leparoux J R,5-1,0.08,0.25,0.11,0.1,0.34,73,84,Wilkes Ian R,0.16,0.12,0.13,0.14,,80.0,84.0,77.0,77.0,67.0,cd,1,counter offer,5,6,15.2
CD,2020-06-04,7,15.0,Churchill Downs,2,Scabbard,Geroux F,5-1,0.11,0.25,0.17,0.17,0.44,87,0,Kenneally Eddie,0.24,0.19,0.15,0.19,0.17,71.0,82.0,77.0,74.0,87.0,bel,1,riken,10,25,52.5
CD,2020-06-04,7,15.0,Churchill Downs,2,Scabbard,Geroux F,5-1,0.11,0.25,0.17,0.17,0.44,87,0,Kenneally Eddie,0.24,0.19,0.15,0.19,0.17,71.0,82.0,77.0,74.0,87.0,cd,1,counter offer,5,6,15.2
CD,2020-06-04,7,15.0,Churchill Downs,4,Nepal Up,Serpa A,30-1,0.0,0.0,0.07,0.1,0.24,72,60,Lobo Paulo H,0.05,0.0,0.08,0.09,0.04,72.0,36.0,57.0,60.0,50.0,bel,1,riken,10,25,52.5
CD,2020-06-04,7,15.0,Churchill Downs,4,Nepal Up,Serpa A,30-1,0.0,0.0,0.07,0.1,0.24,72,60,Lobo Paulo H,0.05,0.0,0.08,0.09,0.04,72.0,36.0,57.0,60.0,50.0,cd,1,counter offer,5,6,15.2
CD,2020-06-04,7,15.0,Churchill Downs,5,Moon Over Miami,Garcia M,6-1,0.14,0.33,0.19,0.15,0.41,82,79,Mott William I,0.19,0.13,0.17,0.21,,79.0,74.0,64.0,82.0,58.0,bel,1,riken,10,25,52.5
CD,2020-06-04,7,15.0,Churchill Downs,5,Moon Over Miami,Garcia M,6-1,0.14,0.33,0.19,0.15,0.41,82,79,Mott William I,0.19,0.13,0.17,0.21,,79.0,74.0,64.0,82.0,58.0,cd,1,counter offer,5,6,15.2
CD,2020-06-04,7,15.0,Churchill Downs,6,Dack Janiel's,Cannon D,10-1,0.0,0.1,0.09,0.14,0.38,81,63,Sisterson Jack,0.08,0.17,0.05,0.11,0.14,81.0,81.0,52.0,76.0,63.0,bel,1,riken,10,25,52.5
CD,2020-06-04,7,15.0,Churchill Downs,6,Dack Janiel's,Cannon D,10-1,0.0,0.1,0.09,0.14,0.38,81,63,Sisterson Jack,0.08,0.17,0.05,0.11,0.14,81.0,81.0,52.0,76.0,63.0,cd,1,counter offer,5,6,15.2
CD,2020-06-04,7,15.0,Churchill Downs,7,Lake Nakuru,Bejarano R,15-1,0.16,0.16,0.11,0.02,0.24,0,81,Oliver Victoria,0.0,0.03,0.08,0.08,0.08,0.0,77.0,74.0,78.0,74.0,bel,1,riken,10,25,52.5
CD,2020-06-04,7,15.0,Churchill Downs,7,Lake Nakuru,Bejarano R,15-1,0.16,0.16,0.11,0.02,0.24,0,81,Oliver Victoria,0.0,0.03,0.08,0.08,0.08,0.0,77.0,74.0,78.0,74.0,cd,1,counter offer,5,6,15.2
CD,2020-06-04,7,15.0,Churchill Downs,8,Labeq,Gaffalione T,8-1,0.18,0.48,0.18,0.19,0.48,73,84,Maker Michael J,0.15,0.21,0.16,0.17,0.14,84.0,21.0,83.0,82.0,69.0,bel,1,riken,10,25,52.5
CD,2020-06-04,7,15.0,Churchill Downs,8,Labeq,Gaffalione T,8-1,0.18,0.48,0.18,0.19,0.48,73,84,Maker Michael J,0.15,0.21,0.16,0.17,0.14,84.0,21.0,83.0,82.0,69.0,cd,1,counter offer,5,6,15.2
CD,2020-06-04,7,15.0,Churchill Downs,9,Mantra,Talamo J,5-1,0.02,0.25,0.14,0.12,0.38,81,81,Vaccarezza Carlo,0.07,0.1,0.12,0.12,0.17,81.0,79.0,81.0,81.0,81.0,bel,1,riken,10,25,52.5
CD,2020-06-04,7,15.0,Churchill Downs,9,Mantra,Talamo J,5-1,0.02,0.25,0.14,0.12,0.38,81,81,Vaccarezza Carlo,0.07,0.1,0.12,0.12,0.17,81.0,79.0,81.0,81.0,81.0,cd,1,counter offer,5,6,15.2
CD,2020-06-04,7,15.0,Churchill Downs,10,Sea of Hope,Lanerie C J,7-2,0.13,0.36,0.14,0.13,0.41,81,81,Colebrook Ben,0.17,0.07,0.1,0.13,0.16,81.0,47.0,81.0,75.0,69.0,bel,1,riken,10,25,52.5
CD,2020-06-04,7,15.0,Churchill Downs,10,Sea of Hope,Lanerie C J,7-2,0.13,0.36,0.14,0.13,0.41,81,81,Colebrook Ben,0.17,0.07,0.1,0.13,0.16,81.0,47.0,81.0,75.0,69.0,cd,1,counter offer,5,6,15.2
CD,2020-06-04,7,15.0,Churchill Downs,11,Discovered,Mena M,20-1,0.07,0.2,0.1,0.19,0.26,86,87,Sanner Daniel E,0.0,0.0,0.0,0.13,0.0,68.0,71.0,81.0,67.0,43.0,bel,1,riken,10,25,52.5
CD,2020-06-04,7,15.0,Churchill Downs,11,Discovered,Mena M,20-1,0.07,0.2,0.1,0.19,0.26,86,87,Sanner Daniel E,0.0,0.0,0.0,0.13,0.0,68.0,71.0,81.0,67.0,43.0,cd,1,counter offer,5,6,15.2
CD,2020-06-04,7,15.0,Churchill Downs,12,Onarock,Sanjur S,5-1,0.0,0.14,0.1,0.12,0.29,60,85,Proctor Thomas F,0.19,0.14,0.14,0.12,,85.0,85.0,72.0,83.0,74.0,bel,1,riken,10,25,52.5
CD,2020-06-04,7,15.0,Churchill Downs,12,Onarock,Sanjur S,5-1,0.0,0.14,0.1,0.12,0.29,60,85,Proctor Thomas F,0.19,0.14,0.14,0.12,,85.0,85.0,72.0,83.0,74.0,cd,1,counter offer,5,6,15.2
CD,2020-06-04,7,15.0,Churchill Downs,13,Bantu,Bejarano R,15-1,0.16,0.16,0.11,0.0,0.0,0,83,Morrison Mike,0.0,0.0,0.0,,,65.0,76.0,75.0,83.0,78.0,bel,1,riken,10,25,52.5
CD,2020-06-04,7,15.0,Churchill Downs,13,Bantu,Bejarano R,15-1,0.16,0.16,0.11,0.0,0.0,0,83,Morrison Mike,0.0,0.0,0.0,,,65.0,76.0,75.0,83.0,78.0,cd,1,counter offer,5,6,15.2
CD,2020-06-04,7,15.0,Churchill Downs,14,El Ahijado,Morales E,15-1,0.11,0.33,0.1,0.07,0.07,73,77,Guerrero Sal,0.0,0.0,0.0,0.03,0.0,73.0,22.0,34.0,73.0,77.0,bel,1,riken,10,25,52.5
CD,2020-06-04,7,15.0,Churchill Downs,14,El Ahijado,Morales E,15-1,0.11,0.33,0.1,0.07,0.07,73,77,Guerrero Sal,0.0,0.0,0.0,0.03,0.0,73.0,22.0,34.0,73.0,77.0,cd,1,counter offer,5,6,15.2
CD,2020-06-04,7,15.0,Churchill Downs,15,Adhhar,Graham J,4-1,0.14,0.31,0.16,0.22,0.55,74,0,Amoss Thomas,0.15,0.2,0.2,0.23,0.18,78.0,74.0,69.0,65.0,43.0,bel,1,riken,10,25,52.5
CD,2020-06-04,7,15.0,Churchill Downs,15,Adhhar,Graham J,4-1,0.14,0.31,0.16,0.22,0.55,74,0,Amoss Thomas,0.15,0.2,0.2,0.23,0.18,78.0,74.0,69.0,65.0,43.0,cd,1,counter offer,5,6,15.2
CD,2020-06-04,8,9.0,Churchill Downs,1,Abounding Joy,Geroux F,20-1,0.11,0.25,0.17,0.12,0.4,87,0,Brisset Rodolphe,0.09,0.18,0.14,0.15,,80.0,50.0,87.0,73.0,79.0,bel,3,tap it to win,4,6,14.4
CD,2020-06-04,8,9.0,Churchill Downs,1,Abounding Joy,Geroux F,20-1,0.11,0.25,0.17,0.12,0.4,87,0,Brisset Rodolphe,0.09,0.18,0.14,0.15,,80.0,50.0,87.0,73.0,79.0,cd,6,guarana,3/5,1/5,2.4
CD,2020-06-04,8,9.0,Churchill Downs,2,Unique Factor,Lanerie C J,20-1,0.13,0.36,0.14,0.2,0.45,86,77,Miller Peter,0.13,0.22,0.21,0.21,,84.0,86.0,75.0,82.0,72.0,bel,3,tap it to win,4,6,14.4
CD,2020-06-04,8,9.0,Churchill Downs,2,Unique Factor,Lanerie C J,20-1,0.13,0.36,0.14,0.2,0.45,86,77,Miller Peter,0.13,0.22,0.21,0.21,,84.0,86.0,75.0,82.0,72.0,cd,6,guarana,3/5,1/5,2.4
CD,2020-06-04,8,9.0,Churchill Downs,3,Peruvian Appeal,Bridgmohan S X,12-1,0.15,0.31,0.21,0.25,0.56,79,0,Cox Brad H,0.2,0.25,0.24,0.25,,79.0,78.0,72.0,78.0,75.0,bel,3,tap it to win,4,6,14.4
CD,2020-06-04,8,9.0,Churchill Downs,3,Peruvian Appeal,Bridgmohan S X,12-1,0.15,0.31,0.21,0.25,0.56,79,0,Cox Brad H,0.2,0.25,0.24,0.25,,79.0,78.0,72.0,78.0,75.0,cd,6,guarana,3/5,1/5,2.4
CD,2020-06-04,8,9.0,Churchill Downs,4,Sunny Dale,Garcia M,12-1,0.14,0.33,0.19,0.13,0.34,90,74,Hollendorfer Jerry,0.18,0.17,0.18,0.22,,73.0,85.0,76.0,78.0,66.0,bel,3,tap it to win,4,6,14.4
CD,2020-06-04,8,9.0,Churchill Downs,4,Sunny Dale,Garcia M,12-1,0.14,0.33,0.19,0.13,0.34,90,74,Hollendorfer Jerry,0.18,0.17,0.18,0.22,,73.0,85.0,76.0,78.0,66.0,cd,6,guarana,3/5,1/5,2.4
CD,2020-06-04,8,9.0,Churchill Downs,5,Headland,Talamo J,12-1,0.02,0.25,0.14,0.29,0.57,84,0,Hobby Steve,0.13,0.16,0.16,0.2,,84.0,77.0,79.0,65.0,80.0,bel,3,tap it to win,4,6,14.4
CD,2020-06-04,8,9.0,Churchill Downs,5,Headland,Talamo J,12-1,0.02,0.25,0.14,0.29,0.57,84,0,Hobby Steve,0.13,0.16,0.16,0.2,,84.0,77.0,79.0,65.0,80.0,cd,6,guarana,3/5,1/5,2.4
CD,2020-06-04,8,9.0,Churchill Downs,7,Please Flatter Me,Santana R Jr,8-1,0.14,0.33,0.19,0.17,0.46,87,0,Asmussen Steven M,0.19,0.2,0.2,0.2,0.17,54.0,83.0,87.0,78.0,78.0,bel,3,tap it to win,4,6,14.4
CD,2020-06-04,8,9.0,Churchill Downs,7,Please Flatter Me,Santana R Jr,8-1,0.14,0.33,0.19,0.17,0.46,87,0,Asmussen Steven M,0.19,0.2,0.2,0.2,0.17,54.0,83.0,87.0,78.0,78.0,cd,6,guarana,3/5,1/5,2.4
CD,2020-06-04,8,9.0,Churchill Downs,8,Lady Suebee,Baze T C,6-1,0.11,0.33,0.1,0.16,0.52,89,85,Sadler John W,0.24,0.16,0.23,0.2,0.15,81.0,73.0,82.0,80.0,75.0,bel,3,tap it to win,4,6,14.4
CD,2020-06-04,8,9.0,Churchill Downs,8,Lady Suebee,Baze T C,6-1,0.11,0.33,0.1,0.16,0.52,89,85,Sadler John W,0.24,0.16,0.23,0.2,0.15,81.0,73.0,82.0,80.0,75.0,cd,6,guarana,3/5,1/5,2.4
CD,2020-06-04,8,9.0,Churchill Downs,9,Bohemian Bourbon,Leparoux J R,20-1,0.08,0.25,0.11,0.1,0.34,67,86,Wilkes Ian R,0.1,0.18,0.14,0.13,0.14,74.0,85.0,84.0,86.0,67.0,bel,3,tap it to win,4,6,14.4
CD,2020-06-04,8,9.0,Churchill Downs,9,Bohemian Bourbon,Leparoux J R,20-1,0.08,0.25,0.11,0.1,0.34,67,86,Wilkes Ian R,0.1,0.18,0.14,0.13,0.14,74.0,85.0,84.0,86.0,67.0,cd,6,guarana,3/5,1/5,2.4
CD,2020-06-04,9,16.0,Churchill Downs,10,Higher Authority,Cohen D,6-1,0.14,0.14,0.14,0.23,0.46,60,77,Calhoun William Bret,0.23,0.2,0.27,0.4,0.22,68.0,71.0,36.0,77.0,71.0,bel,9,paret (aus),20,35,78.5
CD,2020-06-04,9,16.0,Churchill Downs,10,Higher Authority,Cohen D,6-1,0.14,0.14,0.14,0.23,0.46,60,77,Calhoun William Bret,0.23,0.2,0.27,0.4,0.22,68.0,71.0,36.0,77.0,71.0,cd,10,higher authority,6,11,24.6
CD,2020-06-04,9,16.0,Churchill Downs,12,Benelux,Beschizza A,15-1,0.0,0.26,0.14,0.16,0.31,26,64,Davis Christopher,0.14,0.09,0.27,0.14,0.18,52.0,59.0,64.0,9.0,26.0,bel,9,paret (aus),20,35,78.5
CD,2020-06-04,9,16.0,Churchill Downs,12,Benelux,Beschizza A,15-1,0.0,0.26,0.14,0.16,0.31,26,64,Davis Christopher,0.14,0.09,0.27,0.14,0.18,52.0,59.0,64.0,9.0,26.0,cd,10,higher authority,6,11,24.6
CD,2020-06-04,9,16.0,Churchill Downs,13,Noble Companion,Jimenez A,12-1,0.06,0.35,0.21,0.0,0.11,21,59,Kordenbrock Matt,0.0,0.05,0.05,0.07,,5.0,21.0,59.0,53.0,57.0,bel,9,paret (aus),20,35,78.5
CD,2020-06-04,9,16.0,Churchill Downs,13,Noble Companion,Jimenez A,12-1,0.06,0.35,0.21,0.0,0.11,21,59,Kordenbrock Matt,0.0,0.05,0.05,0.07,,5.0,21.0,59.0,53.0,57.0,cd,10,higher authority,6,11,24.6
CD,2020-06-04,9,16.0,Churchill Downs,14,Baudette Blizzard,Talamo J,3-1,0.02,0.25,0.14,0.11,0.37,63,63,Stewart Dallas,0.07,0.11,0.09,0.1,,62.0,62.0,63.0,52.0,63.0,bel,9,paret (aus),20,35,78.5
CD,2020-06-04,9,16.0,Churchill Downs,14,Baudette Blizzard,Talamo J,3-1,0.02,0.25,0.14,0.11,0.37,63,63,Stewart Dallas,0.07,0.11,0.09,0.1,,62.0,62.0,63.0,52.0,63.0,cd,10,higher authority,6,11,24.6
CD,2020-06-04,9,16.0,Churchill Downs,16,Bourbon Wisdom,Landeros C,5-1,0.06,0.17,0.07,0.1,0.34,71,67,Wilkes Ian R,0.23,0.14,0.13,0.16,,66.0,67.0,54.0,62.0,64.0,bel,9,paret (aus),20,35,78.5
CD,2020-06-04,9,16.0,Churchill Downs,16,Bourbon Wisdom,Landeros C,5-1,0.06,0.17,0.07,0.1,0.34,71,67,Wilkes Ian R,0.23,0.14,0.13,0.16,,66.0,67.0,54.0,62.0,64.0,cd,10,higher authority,6,11,24.6
CD,2020-06-05,1,7.0,Churchill Downs,2,Verve's Humor,Hernandez B J Jr,8-1,0.09,0.41,0.19,0.11,0.37,85,0,Stewart Dallas,0.13,0.16,0.11,0.13,,74.0,65.0,68.0,76.0,76.0,cd,5,knight's cross,8,14,30.8
CD,2020-06-05,1,7.0,Churchill Downs,2,Verve's Humor,Hernandez B J Jr,8-1,0.09,0.41,0.19,0.11,0.37,85,0,Stewart Dallas,0.13,0.16,0.11,0.13,,74.0,65.0,68.0,76.0,76.0,bel,3,walkoff,4,8/5,5.4
CD,2020-06-05,1,7.0,Churchill Downs,3,Lngtermrelationshp,Gaffalione T,4-1,0.18,0.5,0.18,0.19,0.43,87,67,Moquett Ronald E,0.15,0.15,0.14,,,83.0,72.0,74.0,76.0,75.0,cd,5,knight's cross,8,14,30.8
CD,2020-06-05,1,7.0,Churchill Downs,3,Lngtermrelationshp,Gaffalione T,4-1,0.18,0.5,0.18,0.19,0.43,87,67,Moquett Ronald E,0.15,0.15,0.14,,,83.0,72.0,74.0,76.0,75.0,bel,3,walkoff,4,8/5,5.4
CD,2020-06-05,1,7.0,Churchill Downs,4,Fra Mauro,Santana R Jr,7-5,0.13,0.34,0.18,0.17,0.46,90,74,Asmussen Steven M,0.19,0.2,0.18,,,85.0,84.0,76.0,72.0,57.0,cd,5,knight's cross,8,14,30.8
CD,2020-06-05,1,7.0,Churchill Downs,4,Fra Mauro,Santana R Jr,7-5,0.13,0.34,0.18,0.17,0.46,90,74,Asmussen Steven M,0.19,0.2,0.18,,,85.0,84.0,76.0,72.0,57.0,bel,3,walkoff,4,8/5,5.4
CD,2020-06-05,1,7.0,Churchill Downs,5,Knight's Cross,Murrill M,8-1,0.1,0.17,0.14,0.12,0.46,78,71,Desormeaux J Keith,0.13,0.11,,,,68.0,63.0,71.0,78.0,67.0,cd,5,knight's cross,8,14,30.8
CD,2020-06-05,1,7.0,Churchill Downs,5,Knight's Cross,Murrill M,8-1,0.1,0.17,0.14,0.12,0.46,78,71,Desormeaux J Keith,0.13,0.11,,,,68.0,63.0,71.0,78.0,67.0,bel,3,walkoff,4,8/5,5.4
CD,2020-06-05,1,7.0,Churchill Downs,6,Johny's Bobby,Saez G,6-1,0.06,0.31,0.13,0.25,0.44,76,62,Bauer Philip A,0.13,0.19,0.17,0.19,,61.0,76.0,65.0,65.0,71.0,cd,5,knight's cross,8,14,30.8
CD,2020-06-05,1,7.0,Churchill Downs,6,Johny's Bobby,Saez G,6-1,0.06,0.31,0.13,0.25,0.44,76,62,Bauer Philip A,0.13,0.19,0.17,0.19,,61.0,76.0,65.0,65.0,71.0,bel,3,walkoff,4,8/5,5.4
CD,2020-06-05,1,7.0,Churchill Downs,7,Adhhar,Talamo J,6-1,0.02,0.23,0.14,0.22,0.54,74,0,Amoss Thomas,0.15,0.2,0.2,0.23,0.18,78.0,74.0,69.0,65.0,43.0,cd,5,knight's cross,8,14,30.8
CD,2020-06-05,1,7.0,Churchill Downs,7,Adhhar,Talamo J,6-1,0.02,0.23,0.14,0.22,0.54,74,0,Amoss Thomas,0.15,0.2,0.2,0.23,0.18,78.0,74.0,69.0,65.0,43.0,bel,3,walkoff,4,8/5,5.4
CD,2020-06-05,2,8.0,Churchill Downs,1,Stellar Stiletto,Bejarano R,15-1,0.14,0.23,0.11,0.13,0.33,61,50,Macias Adolfo,0.1,0.08,0.03,0.09,,23.0,35.0,39.0,49.0,48.0,cd,4,cafe mischief,15,35,78.4
CD,2020-06-05,2,8.0,Churchill Downs,1,Stellar Stiletto,Bejarano R,15-1,0.14,0.23,0.11,0.13,0.33,61,50,Macias Adolfo,0.1,0.08,0.03,0.09,,23.0,35.0,39.0,49.0,48.0,bel,7,tiltingatwindmills,3/5,1/5,2.7
CD,2020-06-05,2,8.0,Churchill Downs,2,Magna G Force,Jimenez A,20-1,0.05,0.38,0.21,0.0,0.0,60,59,French Wayne R,0.0,0.0,0.12,0.07,0.0,40.0,39.0,45.0,44.0,40.0,cd,4,cafe mischief,15,35,78.4
CD,2020-06-05,2,8.0,Churchill Downs,2,Magna G Force,Jimenez A,20-1,0.05,0.38,0.21,0.0,0.0,60,59,French Wayne R,0.0,0.0,0.12,0.07,0.0,40.0,39.0,45.0,44.0,40.0,bel,7,tiltingatwindmills,3/5,1/5,2.7
CD,2020-06-05,2,8.0,Churchill Downs,3,Mi Chachis Intenta,Sanjur S,3-1,0.0,0.14,0.1,0.11,0.37,59,42,Leonard George III,0.29,0.1,0.09,0.11,,47.0,59.0,55.0,50.0,42.0,cd,4,cafe mischief,15,35,78.4
CD,2020-06-05,2,8.0,Churchill Downs,3,Mi Chachis Intenta,Sanjur S,3-1,0.0,0.14,0.1,0.11,0.37,59,42,Leonard George III,0.29,0.1,0.09,0.11,,47.0,59.0,55.0,50.0,42.0,bel,7,tiltingatwindmills,3/5,1/5,2.7
CD,2020-06-05,2,8.0,Churchill Downs,4,Cafe Mischief,Mena M,15-1,0.09,0.21,0.11,0.19,0.31,50,31,Hancock John A,0.13,0.14,0.11,0.05,,32.0,32.0,39.0,38.0,41.0,cd,4,cafe mischief,15,35,78.4
CD,2020-06-05,2,8.0,Churchill Downs,4,Cafe Mischief,Mena M,15-1,0.09,0.21,0.11,0.19,0.31,50,31,Hancock John A,0.13,0.14,0.11,0.05,,32.0,32.0,39.0,38.0,41.0,bel,7,tiltingatwindmills,3/5,1/5,2.7
CD,2020-06-05,2,8.0,Churchill Downs,5,Whiskarita,Leparoux J R,5-2,0.09,0.26,0.11,0.0,0.33,58,68,Harrigan William,0.0,0.0,0.0,0.0,,45.0,58.0,68.0,998.0,47.0,cd,4,cafe mischief,15,35,78.4
CD,2020-06-05,2,8.0,Churchill Downs,5,Whiskarita,Leparoux J R,5-2,0.09,0.26,0.11,0.0,0.33,58,68,Harrigan William,0.0,0.0,0.0,0.0,,45.0,58.0,68.0,998.0,47.0,bel,7,tiltingatwindmills,3/5,1/5,2.7
CD,2020-06-05,2,8.0,Churchill Downs,6,Red Jersey,Orm C,3-1,0.14,0.29,0.07,0.17,0.39,59,31,Watkins James M,0.14,0.16,0.18,0.17,,58.0,998.0,25.0,31.0,58.0,cd,4,cafe mischief,15,35,78.4
CD,2020-06-05,2,8.0,Churchill Downs,6,Red Jersey,Orm C,3-1,0.14,0.29,0.07,0.17,0.39,59,31,Watkins James M,0.14,0.16,0.18,0.17,,58.0,998.0,25.0,31.0,58.0,bel,7,tiltingatwindmills,3/5,1/5,2.7
CD,2020-06-05,2,8.0,Churchill Downs,7,Lillet,Hernandez B J Jr,12-1,0.09,0.41,0.19,0.0,0.33,64,39,Wainwright John C,0.13,0.09,0.1,0.06,,52.0,29.0,35.0,58.0,55.0,cd,4,cafe mischief,15,35,78.4
CD,2020-06-05,2,8.0,Churchill Downs,7,Lillet,Hernandez B J Jr,12-1,0.09,0.41,0.19,0.0,0.33,64,39,Wainwright John C,0.13,0.09,0.1,0.06,,52.0,29.0,35.0,58.0,55.0,bel,7,tiltingatwindmills,3/5,1/5,2.7
CD,2020-06-05,2,8.0,Churchill Downs,8,Lyonaisse,Cannon D,7-2,0.0,0.13,0.09,0.13,0.4,56,44,Colebrook Ben,0.14,0.26,0.13,0.13,0.21,56.0,49.0,40.0,33.0,41.0,cd,4,cafe mischief,15,35,78.4
