tvgtrackcode_x,racedate,race,R_Starters,R_TrackName,bettinginterestnumber_x,B_Horse,B_Jockey,B_MLOdds,H_JockMeetWinPct,H_JockMeetMoneyPct,H_JockYTDWinPct,H_TrainerYTDWinPct,H_TrainerYTDMoneyPct,S_BestFastDirt,S_BestTurf,T_Trainer_1,T_WinPct_1,T_WinPct_2,T_WinPct_3,T_WinPct_4,T_WinPct_5,HR_Beyer_1,HR_Beyer_2,HR_Beyer_3,HR_Beyer_4,HR_Beyer_5,tvgtrackcode_y,bettinginterestnumber_y,horsename,morninglineodds,currentodds,winpayout
CD,2020-06-18,9,13.0,Churchill Downs,5,Argentello,Hernandez B J Jr,20-1,0.1,0.39,0.18,0.2,0.4,0,72,Murphy Conor,0.15,0.08,0.1,0.13,,72.0,107.0,110.0,103.0,91.0,cd,3,ivar (brz),15,14,30.8
CD,2020-06-18,9,13.0,Churchill Downs,5,Argentello,Hernandez B J Jr,20-1,0.1,0.39,0.18,0.2,0.4,0,72,Murphy Conor,0.15,0.08,0.1,0.13,,72.0,107.0,110.0,103.0,91.0,bel,2,ratajkowski,1,6/5,4.7
CD,2020-06-18,9,13.0,Churchill Downs,6,Extrordinary Jerry,Graham J,8-1,0.14,0.32,0.16,0.22,0.56,97,91,Amoss Thomas,0.15,0.22,0.19,0.18,0.18,81.0,96.0,97.0,91.0,87.0,cd,3,ivar (brz),15,14,30.8
CD,2020-06-18,9,13.0,Churchill Downs,6,Extrordinary Jerry,Graham J,8-1,0.14,0.32,0.16,0.22,0.56,97,91,Amoss Thomas,0.15,0.22,0.19,0.18,0.18,81.0,96.0,97.0,91.0,87.0,bel,2,ratajkowski,1,6/5,4.7
CD,2020-06-18,9,13.0,Churchill Downs,7,Penalty,Garcia M,9-2,0.1,0.33,0.18,0.14,0.39,73,94,Mott William I,0.17,0.13,0.16,0.21,,94.0,94.0,90.0,87.0,86.0,cd,3,ivar (brz),15,14,30.8
CD,2020-06-18,9,13.0,Churchill Downs,7,Penalty,Garcia M,9-2,0.1,0.33,0.18,0.14,0.39,73,94,Mott William I,0.17,0.13,0.16,0.21,,94.0,94.0,90.0,87.0,86.0,bel,2,ratajkowski,1,6/5,4.7
CD,2020-06-18,9,13.0,Churchill Downs,8,Cullum Road,Cannon D,5-1,0.03,0.14,0.08,0.09,0.29,44,97,Correas Ignacio IV,0.16,0.12,0.08,0.09,0.07,95.0,95.0,84.0,96.0,94.0,cd,3,ivar (brz),15,14,30.8
CD,2020-06-18,9,13.0,Churchill Downs,8,Cullum Road,Cannon D,5-1,0.03,0.14,0.08,0.09,0.29,44,97,Correas Ignacio IV,0.16,0.12,0.08,0.09,0.07,95.0,95.0,84.0,96.0,94.0,bel,2,ratajkowski,1,6/5,4.7
CD,2020-06-18,9,13.0,Churchill Downs,9,Sharp Prospect,Beschizza A,20-1,0.05,0.28,0.13,0.15,0.44,75,84,Sharp Joe,0.14,0.14,0.15,0.12,0.17,64.0,84.0,84.0,75.0,84.0,cd,3,ivar (brz),15,14,30.8
CD,2020-06-18,9,13.0,Churchill Downs,9,Sharp Prospect,Beschizza A,20-1,0.05,0.28,0.13,0.15,0.44,75,84,Sharp Joe,0.14,0.14,0.15,0.12,0.17,64.0,84.0,84.0,75.0,84.0,bel,2,ratajkowski,1,6/5,4.7
CD,2020-06-18,9,13.0,Churchill Downs,10,Midnight Tea Time,Lanerie C J,8-1,0.12,0.38,0.13,0.15,0.44,78,94,Sharp Joe,0.1,0.15,0.12,0.17,,92.0,93.0,77.0,90.0,91.0,cd,3,ivar (brz),15,14,30.8
CD,2020-06-18,9,13.0,Churchill Downs,10,Midnight Tea Time,Lanerie C J,8-1,0.12,0.38,0.13,0.15,0.44,78,94,Sharp Joe,0.1,0.15,0.12,0.17,,92.0,93.0,77.0,90.0,91.0,bel,2,ratajkowski,1,6/5,4.7
CD,2020-06-18,9,13.0,Churchill Downs,11,Great Wide Open,Burke J,15-1,0.0,0.0,0.07,0.2,0.4,81,102,Murphy Conor,0.15,0.08,0.08,0.1,0.07,55.0,82.0,68.0,81.0,82.0,cd,3,ivar (brz),15,14,30.8
CD,2020-06-18,9,13.0,Churchill Downs,11,Great Wide Open,Burke J,15-1,0.0,0.0,0.07,0.2,0.4,81,102,Murphy Conor,0.15,0.08,0.08,0.1,0.07,55.0,82.0,68.0,81.0,82.0,bel,2,ratajkowski,1,6/5,4.7
CD,2020-06-18,9,13.0,Churchill Downs,12,Golden Dragon,Gaffalione T,12-1,0.22,0.54,0.18,0.19,0.47,88,93,Maker Michael J,0.19,0.2,0.16,0.17,0.13,85.0,90.0,90.0,87.0,68.0,cd,3,ivar (brz),15,14,30.8
CD,2020-06-18,9,13.0,Churchill Downs,12,Golden Dragon,Gaffalione T,12-1,0.22,0.54,0.18,0.19,0.47,88,93,Maker Michael J,0.19,0.2,0.16,0.17,0.13,85.0,90.0,90.0,87.0,68.0,bel,2,ratajkowski,1,6/5,4.7
CD,2020-06-18,9,13.0,Churchill Downs,13,Title Ready,Gaffalione T,5-2,0.22,0.54,0.18,0.11,0.38,97,36,Stewart Dallas,0.0,0.07,0.11,0.13,0.12,87.0,95.0,90.0,97.0,93.0,cd,3,ivar (brz),15,14,30.8
CD,2020-06-18,9,13.0,Churchill Downs,13,Title Ready,Gaffalione T,5-2,0.22,0.54,0.18,0.11,0.38,97,36,Stewart Dallas,0.0,0.07,0.11,0.13,0.12,87.0,95.0,90.0,97.0,93.0,bel,2,ratajkowski,1,6/5,4.7
CD,2020-06-19,1,9.0,Churchill Downs,2,Dark Arden,Cohen D,7-2,0.14,0.26,0.14,0.03,0.24,83,82,Foster Eric,0.25,0.08,0.11,0.13,0.27,70.0,57.0,69.0,71.0,58.0,cd,5,irritator,5/2,6/5,4.4
CD,2020-06-19,1,9.0,Churchill Downs,2,Dark Arden,Cohen D,7-2,0.14,0.26,0.14,0.03,0.24,83,82,Foster Eric,0.25,0.08,0.11,0.13,0.27,70.0,57.0,69.0,71.0,58.0,bel,6,market alert,6,5,12.2
CD,2020-06-19,1,9.0,Churchill Downs,3,Strong Yen,Corrales G,3-1,0.27,0.59,0.25,0.25,0.25,83,68,Zehnder Charles D,0.25,0.33,,,,44.0,82.0,74.0,77.0,78.0,cd,5,irritator,5/2,6/5,4.4
CD,2020-06-19,1,9.0,Churchill Downs,3,Strong Yen,Corrales G,3-1,0.27,0.59,0.25,0.25,0.25,83,68,Zehnder Charles D,0.25,0.33,,,,44.0,82.0,74.0,77.0,78.0,bel,6,market alert,6,5,12.2
CD,2020-06-19,1,9.0,Churchill Downs,1,Here's Carlos,Lanerie C J,7-2,0.12,0.38,0.13,0.0,0.19,75,41,Vance Thomas D,0.09,0.06,0.1,0.16,,68.0,79.0,54.0,68.0,69.0,cd,5,irritator,5/2,6/5,4.4
CD,2020-06-19,1,9.0,Churchill Downs,1,Here's Carlos,Lanerie C J,7-2,0.12,0.38,0.13,0.0,0.19,75,41,Vance Thomas D,0.09,0.06,0.1,0.16,,68.0,79.0,54.0,68.0,69.0,bel,6,market alert,6,5,12.2
CD,2020-06-19,1,9.0,Churchill Downs,4,Homeview,Hernandez C J,10-1,0.09,0.38,0.15,0.5,0.5,66,0,Scherer Marianne,0.0,0.5,1.0,,,64.0,54.0,56.0,62.0,63.0,cd,5,irritator,5/2,6/5,4.4
CD,2020-06-19,1,9.0,Churchill Downs,4,Homeview,Hernandez C J,10-1,0.09,0.38,0.15,0.5,0.5,66,0,Scherer Marianne,0.0,0.5,1.0,,,64.0,54.0,56.0,62.0,63.0,bel,6,market alert,6,5,12.2
CD,2020-06-19,1,9.0,Churchill Downs,5,Irritator,Graham J,5-2,0.13,0.3,0.16,0.22,0.55,77,90,Amoss Thomas,0.21,0.23,0.26,0.24,,76.0,72.0,84.0,72.0,83.0,cd,5,irritator,5/2,6/5,4.4
CD,2020-06-19,1,9.0,Churchill Downs,5,Irritator,Graham J,5-2,0.13,0.3,0.16,0.22,0.55,77,90,Amoss Thomas,0.21,0.23,0.26,0.24,,76.0,72.0,84.0,72.0,83.0,bel,6,market alert,6,5,12.2
CD,2020-06-19,1,9.0,Churchill Downs,1A,Park Ridge Benny,Lanerie C J,7-2,0.12,0.38,0.13,0.0,0.19,94,46,Vance Thomas D,0.11,0.09,0.06,0.1,0.16,81.0,60.0,57.0,60.0,29.0,cd,5,irritator,5/2,6/5,4.4
CD,2020-06-19,1,9.0,Churchill Downs,1A,Park Ridge Benny,Lanerie C J,7-2,0.12,0.38,0.13,0.0,0.19,94,46,Vance Thomas D,0.11,0.09,0.06,0.1,0.16,81.0,60.0,57.0,60.0,29.0,bel,6,market alert,6,5,12.2
CD,2020-06-19,1,9.0,Churchill Downs,6,Barry Lee,Mena M,10-1,0.11,0.27,0.11,0.09,0.27,84,0,Morse Randy L,0.02,0.07,0.07,0.07,0.11,62.0,76.0,23.0,61.0,63.0,cd,5,irritator,5/2,6/5,4.4
CD,2020-06-19,1,9.0,Churchill Downs,6,Barry Lee,Mena M,10-1,0.11,0.27,0.11,0.09,0.27,84,0,Morse Randy L,0.02,0.07,0.07,0.07,0.11,62.0,76.0,23.0,61.0,63.0,bel,6,market alert,6,5,12.2
CD,2020-06-19,1,9.0,Churchill Downs,7,Most Mischief,Talamo J,20-1,0.06,0.3,0.14,0.11,0.29,73,67,Lauer Michael E,0.11,0.12,0.1,,,62.0,40.0,34.0,57.0,70.0,cd,5,irritator,5/2,6/5,4.4
CD,2020-06-19,1,9.0,Churchill Downs,7,Most Mischief,Talamo J,20-1,0.06,0.3,0.14,0.11,0.29,73,67,Lauer Michael E,0.11,0.12,0.1,,,62.0,40.0,34.0,57.0,70.0,bel,6,market alert,6,5,12.2
CD,2020-06-19,1,9.0,Churchill Downs,8,All Hansens Ondeck,Leon S,20-1,0.0,0.17,0.1,0.14,0.36,81,69,Shifflett Cheryl,0.0,0.13,0.05,0.11,0.13,55.0,70.0,64.0,61.0,60.0,cd,5,irritator,5/2,6/5,4.4
CD,2020-06-19,1,9.0,Churchill Downs,8,All Hansens Ondeck,Leon S,20-1,0.0,0.17,0.1,0.14,0.36,81,69,Shifflett Cheryl,0.0,0.13,0.05,0.11,0.13,55.0,70.0,64.0,61.0,60.0,bel,6,market alert,6,5,12.2
CD,2020-06-19,2,10.0,Churchill Downs,1,Wild About You,Sterritt K,6-1,0.0,0.0,0.12,0.04,0.33,83,86,Matthews Randy,0.13,0.14,0.14,0.2,,59.0,70.0,62.0,72.0,76.0,cd,4,laddie boy,6,9/5,5.6
CD,2020-06-19,2,10.0,Churchill Downs,1,Wild About You,Sterritt K,6-1,0.0,0.0,0.12,0.04,0.33,83,86,Matthews Randy,0.13,0.14,0.14,0.2,,59.0,70.0,62.0,72.0,76.0,bel,4,coilean bawn,3,5/2,7.2
CD,2020-06-19,2,10.0,Churchill Downs,2,New Year's Luck,Court J K,20-1,0.07,0.21,0.03,0.03,0.14,69,59,Fires William H,0.0,0.06,0.09,0.06,,55.0,43.0,55.0,45.0,59.0,cd,4,laddie boy,6,9/5,5.6
CD,2020-06-19,2,10.0,Churchill Downs,2,New Year's Luck,Court J K,20-1,0.07,0.21,0.03,0.03,0.14,69,59,Fires William H,0.0,0.06,0.09,0.06,,55.0,43.0,55.0,45.0,59.0,bel,4,coilean bawn,3,5/2,7.2
CD,2020-06-19,2,10.0,Churchill Downs,3,Off Sixes,Ulloa A P,15-1,0.0,0.0,0.08,0.13,0.39,72,67,Elliott Michelle L,0.13,0.11,0.09,0.1,,29.0,57.0,55.0,62.0,59.0,cd,4,laddie boy,6,9/5,5.6
CD,2020-06-19,2,10.0,Churchill Downs,3,Off Sixes,Ulloa A P,15-1,0.0,0.0,0.08,0.13,0.39,72,67,Elliott Michelle L,0.13,0.11,0.09,0.1,,29.0,57.0,55.0,62.0,59.0,bel,4,coilean bawn,3,5/2,7.2
CD,2020-06-19,2,10.0,Churchill Downs,4,Laddie Boy,Murrill M,6-1,0.08,0.19,0.14,0.13,0.4,93,88,Hartman Chris A,0.15,0.16,0.16,,,998.0,70.0,75.0,75.0,77.0,cd,4,laddie boy,6,9/5,5.6
CD,2020-06-19,2,10.0,Churchill Downs,4,Laddie Boy,Murrill M,6-1,0.08,0.19,0.14,0.13,0.4,93,88,Hartman Chris A,0.15,0.16,0.16,,,998.0,70.0,75.0,75.0,77.0,bel,4,coilean bawn,3,5/2,7.2
CD,2020-06-19,2,10.0,Churchill Downs,5,Kristo,Baze T C,7-2,0.05,0.26,0.09,0.0,0.31,99,73,Green Aidan,0.0,0.0,0.0,,,70.0,72.0,65.0,50.0,62.0,cd,4,laddie boy,6,9/5,5.6
CD,2020-06-19,2,10.0,Churchill Downs,5,Kristo,Baze T C,7-2,0.05,0.26,0.09,0.0,0.31,99,73,Green Aidan,0.0,0.0,0.0,,,70.0,72.0,65.0,50.0,62.0,bel,4,coilean bawn,3,5/2,7.2
CD,2020-06-19,2,10.0,Churchill Downs,6,County Court,Lanerie C J,4-1,0.12,0.38,0.13,0.0,0.19,63,87,Vance Thomas D,0.09,0.12,0.1,,,63.0,60.0,31.0,77.0,78.0,cd,4,laddie boy,6,9/5,5.6
CD,2020-06-19,2,10.0,Churchill Downs,6,County Court,Lanerie C J,4-1,0.12,0.38,0.13,0.0,0.19,63,87,Vance Thomas D,0.09,0.12,0.1,,,63.0,60.0,31.0,77.0,78.0,bel,4,coilean bawn,3,5/2,7.2
CD,2020-06-19,2,10.0,Churchill Downs,7,Carmelo,Esquivel E,8-1,0.13,0.38,0.13,0.06,0.28,71,64,Johnson Mike W,0.06,0.08,0.03,,,68.0,55.0,65.0,65.0,67.0,cd,4,laddie boy,6,9/5,5.6
CD,2020-06-19,2,10.0,Churchill Downs,7,Carmelo,Esquivel E,8-1,0.13,0.38,0.13,0.06,0.28,71,64,Johnson Mike W,0.06,0.08,0.03,,,68.0,55.0,65.0,65.0,67.0,bel,4,coilean bawn,3,5/2,7.2
CD,2020-06-19,2,10.0,Churchill Downs,8,Gold Hawk,Geroux F,9-2,0.16,0.35,0.18,0.23,0.52,93,73,Rivelli Larry,0.53,0.34,0.26,0.29,,37.0,52.0,75.0,87.0,83.0,cd,4,laddie boy,6,9/5,5.6
CD,2020-06-19,2,10.0,Churchill Downs,8,Gold Hawk,Geroux F,9-2,0.16,0.35,0.18,0.23,0.52,93,73,Rivelli Larry,0.53,0.34,0.26,0.29,,37.0,52.0,75.0,87.0,83.0,bel,4,coilean bawn,3,5/2,7.2
CD,2020-06-19,2,10.0,Churchill Downs,9,Senor Friday,Beschizza A,8-1,0.05,0.29,0.13,0.14,0.29,73,68,Montano Angel,0.21,0.25,0.1,0.1,0.1,998.0,73.0,62.0,68.0,47.0,cd,4,laddie boy,6,9/5,5.6
CD,2020-06-19,2,10.0,Churchill Downs,9,Senor Friday,Beschizza A,8-1,0.05,0.29,0.13,0.14,0.29,73,68,Montano Angel,0.21,0.25,0.1,0.1,0.1,998.0,73.0,62.0,68.0,47.0,bel,4,coilean bawn,3,5/2,7.2
CD,2020-06-19,2,10.0,Churchill Downs,10,Star Dog,Ramos J D,10-1,0.0,0.23,0.12,0.04,0.28,76,55,Van Berg Thomas L,0.07,0.07,0.13,0.05,,59.0,57.0,39.0,58.0,69.0,cd,4,laddie boy,6,9/5,5.6
CD,2020-06-19,2,10.0,Churchill Downs,10,Star Dog,Ramos J D,10-1,0.0,0.23,0.12,0.04,0.28,76,55,Van Berg Thomas L,0.07,0.07,0.13,0.05,,59.0,57.0,39.0,58.0,69.0,bel,4,coilean bawn,3,5/2,7.2
CD,2020-06-19,4,12.0,Churchill Downs,1,Mt. Brave,Santana R Jr,10-1,0.15,0.4,0.18,0.17,0.47,90,0,Asmussen Steven M,0.17,0.15,0.17,0.16,0.2,85.0,72.0,79.0,85.0,90.0,cd,8,change of control,7/2,8,18.4
CD,2020-06-19,4,12.0,Churchill Downs,1,Mt. Brave,Santana R Jr,10-1,0.15,0.4,0.18,0.17,0.47,90,0,Asmussen Steven M,0.17,0.15,0.17,0.16,0.2,85.0,72.0,79.0,85.0,90.0,bel,5,creative style,4,4,10.0
CD,2020-06-19,4,12.0,Churchill Downs,2,Winning Envelope,Leparoux J R,10-1,0.1,0.28,0.11,0.1,0.3,76,89,Block Chris M,0.16,0.42,0.11,0.26,0.23,82.0,83.0,89.0,78.0,80.0,cd,8,change of control,7/2,8,18.4
CD,2020-06-19,4,12.0,Churchill Downs,2,Winning Envelope,Leparoux J R,10-1,0.1,0.28,0.11,0.1,0.3,76,89,Block Chris M,0.16,0.42,0.11,0.26,0.23,82.0,83.0,89.0,78.0,80.0,bel,5,creative style,4,4,10.0
CD,2020-06-19,4,12.0,Churchill Downs,3,Midnight Fantasy,Garcia M,9-2,0.09,0.32,0.17,0.15,0.43,97,88,Sharp Joe,0.15,0.19,0.16,,,88.0,70.0,83.0,84.0,97.0,cd,8,change of control,7/2,8,18.4
CD,2020-06-19,4,12.0,Churchill Downs,3,Midnight Fantasy,Garcia M,9-2,0.09,0.32,0.17,0.15,0.43,97,88,Sharp Joe,0.15,0.19,0.16,,,88.0,70.0,83.0,84.0,97.0,bel,5,creative style,4,4,10.0
CD,2020-06-19,4,12.0,Churchill Downs,4,On Probation,Graham J,20-1,0.13,0.3,0.16,0.09,0.31,77,81,Pessin Neil L,0.09,0.11,0.08,0.13,,59.0,50.0,81.0,75.0,80.0,cd,8,change of control,7/2,8,18.4
CD,2020-06-19,4,12.0,Churchill Downs,4,On Probation,Graham J,20-1,0.13,0.3,0.16,0.09,0.31,77,81,Pessin Neil L,0.09,0.11,0.08,0.13,,59.0,50.0,81.0,75.0,80.0,bel,5,creative style,4,4,10.0
CD,2020-06-19,4,12.0,Churchill Downs,5,Miss Gossip,Jimenez A,8-1,0.03,0.27,0.2,0.05,0.2,85,90,Caramori Eduardo,0.33,0.0,0.11,0.0,,87.0,79.0,79.0,87.0,87.0,cd,8,change of control,7/2,8,18.4
CD,2020-06-19,4,12.0,Churchill Downs,5,Miss Gossip,Jimenez A,8-1,0.03,0.27,0.2,0.05,0.2,85,90,Caramori Eduardo,0.33,0.0,0.11,0.0,,87.0,79.0,79.0,87.0,87.0,bel,5,creative style,4,4,10.0
CD,2020-06-19,4,12.0,Churchill Downs,6,Morticia,Gaffalione T,8-5,0.22,0.54,0.18,0.08,0.27,44,97,Arnold George R II,0.25,0.13,0.16,0.21,,86.0,91.0,97.0,84.0,89.0,cd,8,change of control,7/2,8,18.4
CD,2020-06-19,4,12.0,Churchill Downs,6,Morticia,Gaffalione T,8-5,0.22,0.54,0.18,0.08,0.27,44,97,Arnold George R II,0.25,0.13,0.16,0.21,,86.0,91.0,97.0,84.0,89.0,bel,5,creative style,4,4,10.0
CD,2020-06-19,4,12.0,Churchill Downs,7,Jo Jo Air,Corrales G,8-1,0.27,0.59,0.25,0.25,0.6,0,84,Ward Wesley A,0.22,0.19,0.26,0.25,,82.0,79.0,84.0,82.0,84.0,cd,8,change of control,7/2,8,18.4
CD,2020-06-19,4,12.0,Churchill Downs,7,Jo Jo Air,Corrales G,8-1,0.27,0.59,0.25,0.25,0.6,0,84,Ward Wesley A,0.22,0.19,0.26,0.25,,82.0,79.0,84.0,82.0,84.0,bel,5,creative style,4,4,10.0
CD,2020-06-19,4,12.0,Churchill Downs,8,Change of Control,Hernandez C J,7-2,0.09,0.38,0.15,0.07,0.38,73,92,Lovell Michelle,0.0,0.05,0.09,0.08,0.1,90.0,82.0,82.0,88.0,92.0,cd,8,change of control,7/2,8,18.4
CD,2020-06-19,4,12.0,Churchill Downs,8,Change of Control,Hernandez C J,7-2,0.09,0.38,0.15,0.07,0.38,73,92,Lovell Michelle,0.0,0.05,0.09,0.08,0.1,90.0,82.0,82.0,88.0,92.0,bel,5,creative style,4,4,10.0
CD,2020-06-19,4,12.0,Churchill Downs,9,Lady T N T,Hernandez B J Jr,5-2,0.09,0.37,0.17,0.15,0.43,79,0,Sharp Joe,0.16,0.13,0.16,0.19,0.16,87.0,71.0,74.0,85.0,76.0,cd,8,change of control,7/2,8,18.4
CD,2020-06-19,4,12.0,Churchill Downs,9,Lady T N T,Hernandez B J Jr,5-2,0.09,0.37,0.17,0.15,0.43,79,0,Sharp Joe,0.16,0.13,0.16,0.19,0.16,87.0,71.0,74.0,85.0,76.0,bel,5,creative style,4,4,10.0
CD,2020-06-19,4,12.0,Churchill Downs,10,Shanghai Tariff,Gaffalione T,5-1,0.22,0.54,0.18,0.1,0.33,88,62,DiVito James P,0.26,0.17,0.19,0.13,,73.0,83.0,78.0,72.0,72.0,cd,8,change of control,7/2,8,18.4
CD,2020-06-19,4,12.0,Churchill Downs,10,Shanghai Tariff,Gaffalione T,5-1,0.22,0.54,0.18,0.1,0.33,88,62,DiVito James P,0.26,0.17,0.19,0.13,,73.0,83.0,78.0,72.0,72.0,bel,5,creative style,4,4,10.0
CD,2020-06-19,4,12.0,Churchill Downs,11,Divine Queen,Borel C H,3-1,0.0,0.0,0.1,0.04,0.18,87,73,Bradley William,0.0,0.05,0.07,0.07,0.05,72.0,65.0,65.0,86.0,86.0,cd,8,change of control,7/2,8,18.4
CD,2020-06-19,4,12.0,Churchill Downs,11,Divine Queen,Borel C H,3-1,0.0,0.0,0.1,0.04,0.18,87,73,Bradley William,0.0,0.05,0.07,0.07,0.05,72.0,65.0,65.0,86.0,86.0,bel,5,creative style,4,4,10.0
CD,2020-06-19,5,10.0,Churchill Downs,6,Freshman Class,Lanerie C J,9-2,0.12,0.38,0.13,0.11,0.3,65,69,Proctor Thomas F,0.13,0.14,0.25,,,59.0,50.0,57.0,65.0,69.0,cd,5,light up night,12,21,44.6
CD,2020-06-19,5,10.0,Churchill Downs,6,Freshman Class,Lanerie C J,9-2,0.12,0.38,0.13,0.11,0.3,65,69,Proctor Thomas F,0.13,0.14,0.25,,,59.0,50.0,57.0,65.0,69.0,bel,7,miss you blues,5/2,2,6.3
CD,2020-06-19,5,10.0,Churchill Downs,7,Indawin,Cannon D,7-2,0.03,0.16,0.08,0.12,0.4,65,39,Sisterson Jack,0.29,0.3,0.0,0.16,0.18,39.0,55.0,65.0,58.0,65.0,cd,5,light up night,12,21,44.6
CD,2020-06-19,5,10.0,Churchill Downs,7,Indawin,Cannon D,7-2,0.03,0.16,0.08,0.12,0.4,65,39,Sisterson Jack,0.29,0.3,0.0,0.16,0.18,39.0,55.0,65.0,58.0,65.0,bel,7,miss you blues,5/2,2,6.3
CD,2020-06-19,6,14.0,Churchill Downs,2,Zumurudee,Leparoux J R,8-1,0.1,0.28,0.11,0.19,0.47,0,95,Stidham Michael,0.13,0.18,0.17,0.24,0.15,79.0,95.0,85.0,90.0,88.0,cd,7,hierarchy,4,11,24.6
CD,2020-06-19,6,14.0,Churchill Downs,2,Zumurudee,Leparoux J R,8-1,0.1,0.28,0.11,0.19,0.47,0,95,Stidham Michael,0.13,0.18,0.17,0.24,0.15,79.0,95.0,85.0,90.0,88.0,bel,4,archumybaby,8,7,16.8
CD,2020-06-19,6,14.0,Churchill Downs,3,Botswana,Bridgmohan S X,5-1,0.13,0.29,0.2,0.14,0.71,77,92,Combs Bentley,0.2,0.0,0.14,0.14,0.17,77.0,92.0,88.0,82.0,85.0,cd,7,hierarchy,4,11,24.6
CD,2020-06-19,6,14.0,Churchill Downs,3,Botswana,Bridgmohan S X,5-1,0.13,0.29,0.2,0.14,0.71,77,92,Combs Bentley,0.2,0.0,0.14,0.14,0.17,77.0,92.0,88.0,82.0,85.0,bel,4,archumybaby,8,7,16.8
CD,2020-06-19,6,14.0,Churchill Downs,4,Easy Shot,Bejarano R,10-1,0.13,0.26,0.11,0.14,0.47,88,85,Desormeaux J Keith,0.08,0.09,0.11,0.14,,85.0,80.0,74.0,68.0,88.0,cd,7,hierarchy,4,11,24.6
CD,2020-06-19,6,14.0,Churchill Downs,4,Easy Shot,Bejarano R,10-1,0.13,0.26,0.11,0.14,0.47,88,85,Desormeaux J Keith,0.08,0.09,0.11,0.14,,85.0,80.0,74.0,68.0,88.0,bel,4,archumybaby,8,7,16.8
CD,2020-06-19,6,14.0,Churchill Downs,5,Split the Wickets,Baze T C,12-1,0.05,0.26,0.09,0.04,0.28,68,85,Van Berg Thomas L,0.17,0.08,0.36,0.13,0.07,85.0,78.0,76.0,74.0,77.0,cd,7,hierarchy,4,11,24.6
CD,2020-06-19,6,14.0,Churchill Downs,5,Split the Wickets,Baze T C,12-1,0.05,0.26,0.09,0.04,0.28,68,85,Van Berg Thomas L,0.17,0.08,0.36,0.13,0.07,85.0,78.0,76.0,74.0,77.0,bel,4,archumybaby,8,7,16.8
CD,2020-06-19,6,14.0,Churchill Downs,7,Hierarchy,Lanerie C J,4-1,0.12,0.38,0.13,0.15,0.43,0,90,Sharp Joe,0.18,0.15,0.12,0.16,,88.0,79.0,85.0,85.0,84.0,cd,7,hierarchy,4,11,24.6
CD,2020-06-19,6,14.0,Churchill Downs,7,Hierarchy,Lanerie C J,4-1,0.12,0.38,0.13,0.15,0.43,0,90,Sharp Joe,0.18,0.15,0.12,0.16,,88.0,79.0,85.0,85.0,84.0,bel,4,archumybaby,8,7,16.8
CD,2020-06-19,6,14.0,Churchill Downs,8,Ya Gotta Wanna,Beschizza A,20-1,0.05,0.29,0.13,0.12,0.36,83,97,D'Amato Philip,0.13,0.14,0.14,0.17,0.15,83.0,88.0,77.0,92.0,85.0,cd,7,hierarchy,4,11,24.6
CD,2020-06-19,6,14.0,Churchill Downs,8,Ya Gotta Wanna,Beschizza A,20-1,0.05,0.29,0.13,0.12,0.36,83,97,D'Amato Philip,0.13,0.14,0.14,0.17,0.15,83.0,88.0,77.0,92.0,85.0,bel,4,archumybaby,8,7,16.8
CD,2020-06-19,6,14.0,Churchill Downs,9,Bundibunan,Graham J,8-1,0.13,0.3,0.16,0.08,0.31,73,87,Correas Ignacio IV,0.05,0.08,0.09,0.07,,87.0,84.0,87.0,80.0,86.0,cd,7,hierarchy,4,11,24.6
CD,2020-06-19,6,14.0,Churchill Downs,9,Bundibunan,Graham J,8-1,0.13,0.3,0.16,0.08,0.31,73,87,Correas Ignacio IV,0.05,0.08,0.09,0.07,,87.0,84.0,87.0,80.0,86.0,bel,4,archumybaby,8,7,16.8
CD,2020-06-19,6,14.0,Churchill Downs,1,Morocco,Geroux F,7-2,0.16,0.35,0.18,0.19,0.47,78,88,Maker Michael J,0.16,0.17,0.14,,,88.0,88.0,86.0,85.0,83.0,cd,7,hierarchy,4,11,24.6
CD,2020-06-19,6,14.0,Churchill Downs,1,Morocco,Geroux F,7-2,0.16,0.35,0.18,0.19,0.47,78,88,Maker Michael J,0.16,0.17,0.14,,,88.0,88.0,86.0,85.0,83.0,bel,4,archumybaby,8,7,16.8
CD,2020-06-19,6,14.0,Churchill Downs,11,Markitoff,Hernandez B J Jr,8-1,0.09,0.37,0.17,0.17,0.45,0,101,Kenneally Eddie,0.11,0.19,0.17,0.18,,87.0,74.0,90.0,96.0,101.0,cd,7,hierarchy,4,11,24.6
CD,2020-06-19,6,14.0,Churchill Downs,11,Markitoff,Hernandez B J Jr,8-1,0.09,0.37,0.17,0.17,0.45,0,101,Kenneally Eddie,0.11,0.19,0.17,0.18,,87.0,74.0,90.0,96.0,101.0,bel,4,archumybaby,8,7,16.8
CD,2020-06-19,6,14.0,Churchill Downs,12,King Cause,Cohen D,7-2,0.14,0.26,0.14,0.22,0.55,78,92,Amoss Thomas,0.15,0.23,0.17,0.18,0.22,89.0,92.0,76.0,65.0,79.0,cd,7,hierarchy,4,11,24.6
CD,2020-06-19,6,14.0,Churchill Downs,12,King Cause,Cohen D,7-2,0.14,0.26,0.14,0.22,0.55,78,92,Amoss Thomas,0.15,0.23,0.17,0.18,0.22,89.0,92.0,76.0,65.0,79.0,bel,4,archumybaby,8,7,16.8
