"RCDate","RCTrack","DateHeading","Ordinal","JTCode","Trainer","Starts","Wins","Places","Shows","AvgWinPayoff"
05/02/2020,"OP","",21.00,"J","Santana R Jr",197.00,40.00,31.00,19.00,7.28
05/02/2020,"OP","",22.00,"J","Elliott S",12.00,1.00,1.00,1.00,4.00
05/02/2020,"OP","",23.00,"T","MILLER PETER",34.00,5.00,3.00,6.00,17.28
05/02/2020,"OP","",24.00,"J","Prat F",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",25.00,"T","PLETCHER TODD A",6.00,0.00,2.00,0.00,0.00
05/02/2020,"OP","",26.00,"J","Velazquez J R",1.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",27.00,"J","Castellano J J",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",28.00,"T","MCPEEK KENNETH G",3.00,1.00,0.00,1.00,34.20
05/02/2020,"OP","",29.00,"J","Lanerie C J",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",30.00,"T","RUSSELL BRITTANY",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",31.00,"J","Geroux F",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",32.00,"T","ROBERTSON MCLEAN",99.00,7.00,18.00,15.00,11.77
05/02/2020,"OP","",33.00,"J","Talamo J",14.00,3.00,1.00,3.00,11.00
05/02/2020,"OP","",34.00,"T","HARTLAGE GARY G",12.00,0.00,1.00,0.00,0.00
05/02/2020,"OP","",35.00,"J","Johnson J M",12.00,0.00,1.00,0.00,0.00
05/02/2020,"OP","",36.00,"T","MOTT WILLIAM I",7.00,2.00,1.00,1.00,14.30
05/02/2020,"OP","",37.00,"J","Rosario J",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",38.00,"J","Velazquez J R",2.00,0.00,0.00,1.00,0.00
05/02/2020,"OP","",39.00,"T","O'NEILL DOUG",46.00,9.00,2.00,2.00,22.53
05/02/2020,"OP","",40.00,"J","Cohen D",7.00,3.00,0.00,0.00,5.33
05/02/2020,"OP","",41.00,"T","CONTRERAS CIPRIANO",68.00,9.00,13.00,5.00,17.91
05/02/2020,"OP","",42.00,"J","Garcia M",18.00,2.00,4.00,1.00,17.50
05/02/2020,"OP","",43.00,"J","Vazquez R A",8.00,1.00,3.00,0.00,13.40
05/02/2020,"OP","",44.00,"T","CALHOUN WILLIAM BRET",5.00,2.00,0.00,0.00,52.40
05/02/2020,"OP","",45.00,"J","Talamo J",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",46.00,"J","Saez G",2.00,1.00,0.00,0.00,95.60
05/02/2020,"OP","",47.00,"T","CATALANO WAYNE M",59.00,7.00,10.00,9.00,10.37
05/02/2020,"OP","",48.00,"J","Cohen D",7.00,1.00,1.00,0.00,15.60
05/02/2020,"OP","",49.00,"J","Geroux F",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",50.00,"J","Garcia M",1.00,0.00,1.00,0.00,0.00
05/02/2020,"OP","",51.00,"T","VILLAFRANCO FEDERICO",124.00,12.00,20.00,11.00,13.00
05/02/2020,"OP","",52.00,"J","Mena M",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",53.00,"J","Talamo J",13.00,0.00,2.00,3.00,0.00
05/02/2020,"OP","",54.00,"J","Baze T C",8.00,0.00,1.00,0.00,0.00
05/02/2020,"OP","",55.00,"T","DEVILLE CARL J",36.00,5.00,2.00,5.00,15.84
05/02/2020,"OP","",56.00,"J","Talamo J",19.00,5.00,2.00,1.00,15.84
05/02/2020,"OP","",57.00,"J","Eramia R E",2.00,0.00,0.00,1.00,0.00
05/02/2020,"OP","",58.00,"T","VANCE DAVID R",41.00,1.00,2.00,3.00,66.00
05/02/2020,"OP","",59.00,"J","Leparoux J R",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",60.00,"T","LUKAS D WAYNE",78.00,7.00,7.00,12.00,12.14
05/02/2020,"OP","",61.00,"J","Elliott S",2.00,0.00,1.00,0.00,0.00
05/02/2020,"OP","",62.00,"J","Mena M",1.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",63.00,"T","MARTIN WILLIAM N",83.00,10.00,8.00,7.00,15.22
05/02/2020,"OP","",64.00,"J","De La Cruz F",13.00,0.00,1.00,0.00,0.00
05/02/2020,"OP","",65.00,"T","ORTIZ JOHN A",56.00,7.00,2.00,10.00,14.57
05/02/2020,"OP","",66.00,"J","Mena M",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",67.00,"J","Talamo J",3.00,2.00,0.00,0.00,15.60
05/02/2020,"OP","",68.00,"T","DIXON TIM",38.00,2.00,3.00,6.00,10.50
05/02/2020,"OP","",69.00,"J","Thompson T J",20.00,2.00,2.00,2.00,10.50
05/02/2020,"OP","",70.00,"T","CORREAS IGNACIO IV",3.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",71.00,"J","Cannon D",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",72.00,"T","MARGOLIS STEVE",3.00,0.00,0.00,1.00,0.00
05/02/2020,"OP","",73.00,"J","Saez G",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",74.00,"T","GLOVER TRACEY",7.00,0.00,1.00,0.00,0.00
05/02/2020,"OP","",75.00,"J","Johnson J M",2.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",76.00,"T","HERNANDEZ REY",2.00,1.00,0.00,0.00,14.40
05/02/2020,"OP","",77.00,"J","Garcia M",1.00,1.00,0.00,0.00,14.40
05/02/2020,"OP","",78.00,"T","MORSE RANDY L",87.00,7.00,5.00,9.00,21.97
05/02/2020,"OP","",79.00,"J","Elliott S",35.00,4.00,2.00,4.00,25.50
05/02/2020,"OP","",80.00,"T","TURNER PATTI",10.00,1.00,0.00,0.00,13.20
05/02/2020,"OP","",81.00,"J","Roberts C*",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",82.00,"J","Baze T C",7.00,1.00,0.00,0.00,13.20
05/02/2020,"OP","",83.00,"J","Harr K*",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",84.00,"T","DIODORO ROBERTINO",232.00,51.00,28.00,34.00,9.46
05/02/2020,"OP","",85.00,"J","Cohen D",114.00,28.00,15.00,19.00,7.64
05/02/2020,"OP","",86.00,"J","Mojica O",98.00,19.00,12.00,15.00,12.16
05/02/2020,"OP","",87.00,"T","MCCARTHY MICHAEL W",2.00,1.00,0.00,1.00,9.80
05/02/2020,"OP","",88.00,"J","Prat F",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",89.00,"J","Castellano J J",1.00,0.00,0.00,1.00,0.00
05/02/2020,"OP","",90.00,"J","Rosario J",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",91.00,"T","FORSTER GRANT T",3.00,1.00,1.00,0.00,5.40
05/02/2020,"OP","",92.00,"J","Lanerie C J",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",93.00,"T","CHLEBORAD LYNN",45.00,1.00,1.00,3.00,11.00
05/02/2020,"OP","",94.00,"J","Roman K",3.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",95.00,"T","ENGLEHART JEREMIAH C",45.00,5.00,7.00,6.00,10.04
05/02/2020,"OP","",96.00,"J","Cohen D",25.00,3.00,3.00,3.00,9.67
05/02/2020,"OP","",97.00,"J","Mojica O",6.00,1.00,1.00,0.00,5.60
05/02/2020,"OP","",98.00,"T","SWEARINGEN TOM H",41.00,3.00,2.00,5.00,23.73
05/02/2020,"OP","",99.00,"J","Quinonez L S",19.00,1.00,2.00,3.00,30.40
05/02/2020,"OP","",100.00,"T","BRISSET RODOLPHE",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",101.00,"J","Talamo J",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",102.00,"T","SADLER JOHN W",65.00,15.00,14.00,7.00,13.73
05/02/2020,"OP","",103.00,"J","Rosario J",7.00,2.00,3.00,0.00,10.40
05/02/2020,"OP","",104.00,"T","ASHAUER NORMAN",21.00,1.00,1.00,1.00,8.60
05/02/2020,"OP","",105.00,"J","Felix J E",13.00,1.00,1.00,1.00,8.60
05/02/2020,"OP","",106.00,"T","BALTAS RICHARD",15.00,4.00,3.00,2.00,6.65
05/02/2020,"OP","",107.00,"J","Prat F",2.00,1.00,1.00,0.00,6.00
05/02/2020,"OP","",108.00,"J","Mojica O",2.00,1.00,0.00,0.00,7.40
05/02/2020,"OP","",109.00,"J","Cohen D",2.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",110.00,"T","BLOCK CHRIS M",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",111.00,"J","Leparoux J R",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",112.00,"T","MASON INGRID",121.00,14.00,18.00,10.00,14.77
05/02/2020,"OP","",113.00,"J","Roberts C*",11.00,2.00,0.00,3.00,25.40
05/02/2020,"OP","",114.00,"J","Baze T C",43.00,8.00,6.00,3.00,12.45
05/02/2020,"OP","",115.00,"J","Thompson T J",20.00,3.00,1.00,0.00,15.53
05/02/2020,"OP","",116.00,"T","LAUER MICHAEL E",26.00,1.00,1.00,2.00,5.80
05/02/2020,"OP","",117.00,"J","Canchari A L",1.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",118.00,"T","STEELE BRANDI",3.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",119.00,"J","Mojica O",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",120.00,"T","BARKLEY JASON",60.00,5.00,8.00,8.00,39.24
05/02/2020,"OP","",121.00,"J","Rosario J",1.00,0.00,1.00,0.00,0.00
05/02/2020,"OP","",122.00,"T","COX JOHN E",25.00,2.00,1.00,1.00,10.60
05/02/2020,"OP","",123.00,"J","Santana R Jr",2.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",124.00,"T","YAKTEEN TIM",1.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",125.00,"J","Talamo J",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",126.00,"T","CLINE ROBERT N",76.00,5.00,6.00,5.00,40.80
05/02/2020,"OP","",127.00,"J","Harr K*",57.00,3.00,6.00,3.00,28.40
05/02/2020,"OP","",128.00,"T","ROMANS DALE",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",129.00,"J","Talamo J",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",130.00,"T","STALL ALBERT M JR",23.00,2.00,1.00,3.00,4.60
05/02/2020,"OP","",131.00,"J","Velazquez J R",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",132.00,"J","Castellano J J",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",133.00,"T","D'AMATO PHILIP",31.00,5.00,2.00,4.00,12.28
05/02/2020,"OP","",134.00,"J","Mojica O",1.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",135.00,"J","Castellano J J",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",136.00,"J","Baze T C",12.00,2.00,1.00,2.00,17.90
05/02/2020,"OP","",137.00,"J","Eramia R E",9.00,2.00,1.00,0.00,7.10
05/02/2020,"OP","",138.00,"T","PUHICH MICHAEL",30.00,2.00,1.00,3.00,10.70
05/02/2020,"OP","",139.00,"J","Prat F",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",140.00,"J","Baze T C",16.00,1.00,1.00,2.00,7.00
05/02/2020,"OP","",141.00,"T","LUND VALORIE",15.00,0.00,3.00,3.00,0.00
05/02/2020,"OP","",142.00,"J","Canchari A L",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",143.00,"J","Thompson T J",12.00,0.00,2.00,3.00,0.00
05/02/2020,"OP","",144.00,"T","ZITO NICHOLAS P",40.00,2.00,4.00,2.00,33.80
05/02/2020,"OP","",145.00,"J","Rosario J",1.00,0.00,1.00,0.00,0.00
05/02/2020,"OP","",146.00,"T","COX BRAD H",124.00,26.00,25.00,17.00,6.65
05/02/2020,"OP","",147.00,"J","Geroux F",14.00,5.00,3.00,1.00,5.48
05/02/2020,"OP","",148.00,"J","Castellano J J",5.00,0.00,0.00,2.00,0.00
05/02/2020,"OP","",149.00,"T","SMITH KENNY P",65.00,5.00,5.00,1.00,14.96
05/02/2020,"OP","",150.00,"J","Birzer A E",45.00,3.00,4.00,1.00,11.07
05/02/2020,"OP","",151.00,"T","VANCE THOMAS D",43.00,0.00,1.00,5.00,0.00
05/02/2020,"OP","",152.00,"J","Lanerie C J",1.00,0.00,0.00,1.00,0.00
05/02/2020,"OP","",153.00,"T","MOQUETT RONALD E",107.00,18.00,10.00,19.00,9.56
05/02/2020,"OP","",154.00,"J","Prat F",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",155.00,"T","DUNCAN MURRAY",5.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",156.00,"J","Thompson T J",1.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",157.00,"T","WESTERMANN RONALD L",23.00,1.00,1.00,4.00,73.20
05/02/2020,"OP","",158.00,"J","Talamo J",3.00,0.00,0.00,1.00,0.00
05/02/2020,"OP","",159.00,"T","HANDAL RAYMOND",1.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",160.00,"J","Rosario J",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",161.00,"T","WILLIAMSON BRIAN",54.00,2.00,2.00,4.00,13.70
05/02/2020,"OP","",162.00,"J","Mojica O",4.00,1.00,0.00,0.00,10.20
05/02/2020,"OP","",163.00,"T","FIRES WILLIAM H",56.00,2.00,4.00,2.00,7.80
05/02/2020,"OP","",164.00,"J","Court J K",11.00,0.00,0.00,1.00,0.00
05/02/2020,"OP","",165.00,"T","VON HEMEL DONNIE K",57.00,2.00,6.00,6.00,29.30
05/02/2020,"OP","",166.00,"J","Eramia R E",20.00,0.00,3.00,2.00,0.00
05/02/2020,"OP","",167.00,"J","Quinonez L S",21.00,1.00,1.00,0.00,4.80
05/02/2020,"OP","",168.00,"T","VON HEMEL KELLY",23.00,2.00,1.00,1.00,16.20
05/02/2020,"OP","",169.00,"J","Felix J E",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",170.00,"T","PEARSON MOLLY J",6.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",171.00,"J","Elliott S",4.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",172.00,"J","Thompson T J",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",173.00,"T","HALL JOHN L",11.00,0.00,1.00,1.00,0.00
05/02/2020,"OP","",174.00,"J","Wales T",5.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",175.00,"T","PUHL KIM",65.00,6.00,9.00,3.00,27.37
05/02/2020,"OP","",176.00,"J","De La Cruz F",34.00,3.00,5.00,2.00,23.00
05/02/2020,"OP","",177.00,"J","Felix J E",11.00,2.00,1.00,0.00,26.60
05/02/2020,"OP","",178.00,"T","HARTMAN CHRIS A",88.00,8.00,16.00,13.00,12.20
05/02/2020,"OP","",179.00,"J","De La Cruz W",20.00,2.00,3.00,3.00,15.00
05/02/2020,"OP","",180.00,"J","Lanerie C J",4.00,1.00,1.00,1.00,6.60
05/02/2020,"OP","",181.00,"T","WITT II ERNIE",30.00,3.00,2.00,1.00,14.20
05/02/2020,"OP","",182.00,"J","Canchari A L",7.00,1.00,1.00,1.00,5.00
05/02/2020,"OP","",183.00,"T","HORNSBY TAMMY",52.00,4.00,2.00,13.00,18.85
05/02/2020,"OP","",184.00,"J","Felix J E",13.00,0.00,0.00,3.00,0.00
05/02/2020,"OP","",185.00,"J","Mena M",1.00,1.00,0.00,0.00,43.80
05/02/2020,"OP","",186.00,"T","MARTIN TIMOTHY E",109.00,4.00,7.00,17.00,11.35
05/02/2020,"OP","",187.00,"J","Birzer A E",26.00,0.00,2.00,5.00,0.00
05/02/2020,"OP","",188.00,"T","GARGAN DANNY",1.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",189.00,"J","Carmouche K",1.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",190.00,"T","LOY F DEWAINE",34.00,4.00,5.00,3.00,8.45
05/02/2020,"OP","",191.00,"J","Bedford K E",3.00,1.00,0.00,0.00,16.00
05/02/2020,"OP","",192.00,"J","De La Cruz W",16.00,2.00,4.00,3.00,6.10
05/02/2020,"OP","",193.00,"T","BROBERG KARL",92.00,12.00,8.00,12.00,9.97
05/02/2020,"OP","",194.00,"J","Roberts C*",1.00,1.00,0.00,0.00,12.40
05/02/2020,"OP","",195.00,"T","LITFIN NEVADA",21.00,1.00,0.00,0.00,17.80
05/02/2020,"OP","",196.00,"J","Roberts C*",2.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",197.00,"J","Felix J E",3.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",198.00,"T","AMOSS THOMAS",78.00,14.00,12.00,8.00,9.61
05/02/2020,"OP","",199.00,"J","Bridgmohan J V",15.00,3.00,2.00,1.00,21.07
05/02/2020,"OP","",200.00,"J","Cohen D",10.00,2.00,1.00,1.00,9.80
05/02/2020,"OP","",201.00,"T","VANMETER WILLIAM B",37.00,9.00,6.00,0.00,7.87
05/02/2020,"OP","",202.00,"J","Canchari A L",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",203.00,"J","Mena M",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",204.00,"J","Borel C H",4.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",205.00,"T","BECERRA RAFAEL",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",206.00,"J","Baze T C",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",207.00,"T","MATTHEWS RANDY",38.00,2.00,5.00,5.00,10.30
05/02/2020,"OP","",208.00,"J","Mojica O",4.00,0.00,1.00,0.00,0.00
05/02/2020,"OP","",209.00,"T","SHARP JOE",40.00,8.00,4.00,3.00,10.50
05/02/2020,"OP","",210.00,"J","Garcia M",23.00,8.00,2.00,2.00,10.50
05/02/2020,"OP","",211.00,"J","Hernandez B J Jr",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",212.00,"T","HOLLENDORFER JERRY",84.00,12.00,13.00,6.00,6.08
05/02/2020,"OP","",213.00,"J","Felix J E",3.00,1.00,0.00,0.00,5.80
05/02/2020,"OP","",214.00,"J","Baze T C",22.00,3.00,3.00,3.00,8.07
05/02/2020,"OP","",215.00,"T","VON HEMEL DON",22.00,3.00,5.00,2.00,9.13
05/02/2020,"OP","",216.00,"J","Elliott S",2.00,0.00,1.00,1.00,0.00
05/02/2020,"OP","",217.00,"J","De La Cruz W",14.00,3.00,4.00,1.00,9.13
05/02/2020,"OP","",218.00,"T","GONZALEZ OSCAR M",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",219.00,"J","Elliott S",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",220.00,"T","HILES RICK",8.00,1.00,0.00,0.00,52.60
05/02/2020,"OP","",221.00,"J","Garcia M",1.00,1.00,0.00,0.00,52.60
05/02/2020,"OP","",222.00,"T","COADY CHELSEY",20.00,1.00,2.00,2.00,4.40
05/02/2020,"OP","",223.00,"J","Santana R Jr",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",224.00,"T","DELANY SARAH",1.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",225.00,"J","Quinonez L S",1.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",226.00,"T","AVILA JUAN C",0.00,0.00,0.00,0.00,0.00
05/02/2020,"OP","",227.00,"J","Camacho S",0.00,0.00,0.00,0.00,0.00
