,tvgtrackcode,racedate,race,R_Starters,R_TrackName,bettinginterestnumber_x,horsename,B_Jockey,B_MLOdds,H_JockMeetWinPct,H_JockMeetMoneyPct,H_JockYTDWinPct,H_TrainerYTDWinPct,H_TrainerYTDMoneyPct,S_BestFastDirt,S_BestTurf,T_Trainer_1,T_WinPct_1,T_WinPct_2,T_WinPct_3,T_WinPct_4,T_WinPct_5,HR_Beyer_1,HR_Beyer_2,HR_Beyer_3,HR_Beyer_4,HR_Beyer_5,bettinginterestnumber_y,morninglineodds,currentodds,winpayout,Winner?
329,cd,5/29/20,7,16,Churchill Downs,5,troubling moon,Hernandez B J Jr,1-May,0.06,0.43,0.19,0.09,0.29,96,0,Arnold George R II,0.11,0.13,0.21,0.14,0.17,96,80,82,77,77,,,,0,0
330,cd,5/29/20,7,16,Churchill Downs,6,home base,Rocco J S Jr,1-Dec,0,0,0.09,0.12,0.25,92,48,Tomlinson Michael A,0.08,0.14,0.16,0.16,0.06,85,88,82,92,81,,,,0,0
331,cd,5/29/20,7,16,Churchill Downs,7,lexitonian,Gaffalione T,20-1,0.15,0.4,0.18,0.12,0.37,98,84,Sisterson Jack,0.11,0.15,0.17,0.15,0.12,63,98,84,80,83,7,20,11,25.8,1
332,cd,5/29/20,7,16,Churchill Downs,8,hog creek hustle,Rosario J,1-Apr,0.2,0.57,0.21,0,0.43,103,0,Foley Vickie L,0.06,0.14,0.05,0.04,0,83,94,94,103,96,,,,0,0
333,cd,5/29/20,7,16,Churchill Downs,9,minecraft maniac,Garcia M,30-1,0.2,0.36,0.19,0.09,0.33,83,54,Anderson Doug L,0.11,0,0.11,0.12,0.11,54,81,83,77,74,,,,0,0
334,cd,5/29/20,7,16,Churchill Downs,10,early mischief,Graham J,1-Dec,0.13,0.33,0.16,0.16,0.53,90,76,Baker James E,0.22,0.12,0.2,0.18,0.18,89,90,83,83,68,,,,0,0
335,cd,5/29/20,7,16,Churchill Downs,11,bourbon calling,Leparoux J R,1-Jun,0.06,0.31,0.1,0.11,0.34,90,60,Wilkes Ian R,0.1,0.14,0.13,0.14,,78,86,90,86,85,,,,0,0
336,cd,5/29/20,7,16,Churchill Downs,12,manny wah,Lanerie C J,1-May,0.13,0.35,0.14,0.11,0.41,95,0,Catalano Wayne M,0.1,0.11,0.09,0.13,,93,32,89,91,95,,,,0,0
337,cd,5/29/20,7,16,Churchill Downs,13,k j's nobility,Borel C H,15-1,0,0,0.11,0,0,90,0,Borel Renay,0.5,0,0.2,0.25,0,87,83,81,81,89,,,,0,0
338,cd,5/29/20,7,16,Churchill Downs,14,honest mischief,Castellano J J,1-Mar,0,0.39,0.13,0.24,0.59,97,0,Brown Chad C,0.28,0.31,0.27,0.25,0.21,88,88,92,89,97,,,,0,0
339,cd,5/29/20,7,16,Churchill Downs,15,arthur's hope,Bejarano R,1-May,0.16,0.16,0.11,0.1,0.5,100,0,Demeritte Larry,0,0,0.15,0.18,0.13,76,97,83,83,72,,,,0,0
340,cd,5/29/20,7,16,Churchill Downs,16,volatile,Santana R Jr,1-Apr,0.16,0.37,0.19,0.18,0.47,101,0,Asmussen Steven M,0.21,0.19,0.21,0.2,0.2,101,94,83,81,,,,,0,0
341,cd,5/29/20,8,15,Churchill Downs,1,ghoul,Cohen D,1-Aug,0.19,0.19,0.15,0.2,0.45,81,90,Miller Peter,0.17,0.16,0.16,0.22,0.21,93,88,90,81,80,,,,0,0
342,cd,5/29/20,8,15,Churchill Downs,2,dubini,Castellano J J,15-1,0,0.39,0.13,0.16,0.53,0,99,DeMasi Kathleen A,0.17,0.14,0.2,0.18,,79,90,93,91,91,,,,0,0
343,cd,5/29/20,8,15,Churchill Downs,3,real news,Hernandez C J,1-Aug,0.14,0.29,0.15,0.17,0.39,83,93,Stall Albert M Jr,0.13,0.23,0.2,0.2,0.2,93,93,78,86,84,,,,0,0
344,cd,5/29/20,8,15,Churchill Downs,4,totally boss,Geroux F,1-Mar,0.17,0.28,0.18,0.09,0.29,93,101,Arnold George R II,0.11,0.14,0.17,0.24,,86,101,96,99,93,,,,0,0
345,cd,5/29/20,8,15,Churchill Downs,5,wilbo,Lanerie C J,15-1,0.13,0.35,0.14,0.14,0.43,100,83,Hartman Chris A,0.08,0.09,0.14,0.09,0.13,84,83,84,89,93,,,,0,0
346,cd,5/29/20,8,15,Churchill Downs,6,bulletin,Santana R Jr,1-Aug,0.16,0.37,0.19,0.18,0.47,77,93,Asmussen Steven M,0.19,0.2,0.16,0.2,0.17,37,77,93,79,93,,,,0,0
347,cd,5/29/20,8,15,Churchill Downs,7,wellabled,Jimenez A,1-Aug,0.07,0.29,0.21,0.25,0.52,107,79,Rivelli Larry,0.6,0.18,0.18,0.33,0.27,70,106,85,107,93,,,,0,0
348,cd,5/29/20,8,15,Churchill Downs,8,heartwood,McKee J,30-1,0.07,0.14,0.11,0.06,0.18,97,73,Chapman James K,0.25,0.08,0.19,0.16,,73,93,91,87,95,,,,0,0
349,cd,5/29/20,8,15,Churchill Downs,9,leinster,Gaffalione T,1-Apr,0.15,0.4,0.18,0.09,0.29,74,109,Arnold George R II,0.11,0.14,0.17,0.24,,94,99,94,109,99,,,,0,0
350,cd,5/29/20,8,15,Churchill Downs,10,extravagant kid,Rosario J,2-Jul,0.2,0.57,0.21,0.17,0.4,104,99,Walsh Brendan P,0.18,0.13,0.18,0.11,,83,99,96,96,88,10,2-Jul,6,15.8,1
351,cd,5/29/20,8,15,Churchill Downs,11,carotari,Ortiz J L,1-Aug,0.13,0.4,0.16,0.14,0.39,66,95,Lynch Brian A,0.07,0.18,0.15,0.14,0.18,94,95,94,92,86,,,,0,0
352,cd,5/29/20,8,15,Churchill Downs,12,elusive mischief,Leparoux J R,20-1,0.06,0.31,0.1,0.11,0.34,87,87,Wilkes Ian R,0.1,0.13,0.13,0.14,,87,82,75,75,68,,,,0,0
353,cd,5/29/20,8,15,Churchill Downs,13,fast boat,Beschizza A,1-Oct,0,0.25,0.14,0.16,0.45,0,91,Sharp Joe,0.08,0.15,0.19,0.17,,91,91,91,91,88,,,,0,0
354,cd,5/29/20,8,15,Churchill Downs,14,just might,Saez G,1-Oct,0.1,0.3,0.13,0.08,0.38,79,99,Lovell Michelle,0.13,0.05,0.1,0.09,0.11,99,99,78,76,75,,,,0,0
355,cd,5/29/20,8,15,Churchill Downs,15,seven nation army,Rosario J,1-Apr,0.2,0.57,0.21,0.19,0.44,100,0,Moquett Ronald E,0.12,0.11,0.15,0.15,0.15,91,88,83,76,84,,,,0,0
356,cd,5/29/20,9,11,Churchill Downs,1,the big bluff,Garcia M,15-1,0.2,0.36,0.19,0.32,0.63,61,0,Hobby Steve,0.14,0.17,0.16,0.29,,61,68,53,28,,,,,0,0
357,cd,5/29/20,9,11,Churchill Downs,2,predator,Castellano J J,2-May,0,0.39,0.13,0.25,0.57,78,0,Cox Brad H,0.21,0.25,0.24,0.28,,51,77,78,,,,,,0,0
358,cd,5/29/20,9,11,Churchill Downs,3,to the front,Lanerie C J,1-Dec,0.13,0.35,0.14,0.14,0.43,39,0,Hartman Chris A,0.09,0.14,0.15,0.13,0.16,58,39,,,,,,,0,0
359,cd,5/29/20,9,11,Churchill Downs,4,animate,Kellenberger K,30-1,0,0.08,0.07,0.14,0.34,50,57,McEntee Paul,0.17,0.15,0.13,0.2,,50,30,47,59,15,,,,0,0
360,cd,5/29/20,9,11,Churchill Downs,5,uncle momo,Santana R Jr,1-Mar,0.16,0.37,0.19,0.18,0.47,0,0,Asmussen Steven M,0.19,0.2,0.2,0.2,,36,71,,,,,,,0,0
361,cd,5/29/20,9,11,Churchill Downs,6,bebop shoes,Court J K,1-Dec,0.07,0.21,0.02,0.03,0.14,79,65,Fires William H,0,0.07,0.04,0.06,,65,72,71,67,72,,,,0,0
362,cd,5/29/20,9,11,Churchill Downs,7,out cold,Beschizza A,20-1,0,0.25,0.14,0.19,0.38,67,0,Montano Angel,0,0,0.11,0.11,0.11,61,67,,,,,,,0,0
363,cd,5/29/20,9,11,Churchill Downs,8,irish spirit,Cohen D,1-Mar,0.19,0.19,0.15,0.23,0.51,76,70,Diodoro Robertino,0.24,0.25,0.23,0.25,,72,76,72,70,65,,,,0,0
364,cd,5/29/20,9,11,Churchill Downs,9,alex's strike,Baze T C,1-Aug,0.15,0.38,0.1,0.05,0.3,78,62,Matthews Randy,0.13,0.15,0.19,0.21,,72,72,78,65,57,,,,0,0
365,cd,5/29/20,9,11,Churchill Downs,10,heros reward,Gaffalione T,1-Oct,0.15,0.4,0.18,0.11,0.41,74,0,Catalano Wayne M,0.11,0.1,0.11,0.09,0.15,64,74,65,60,48,10,10,2,6.2,1
366,cd,5/29/20,9,11,Churchill Downs,11,nice of me,Achard A,20-1,0,0.11,0.06,0.08,0.38,69,0,Lovell Michelle,0.13,0.05,0.09,0.03,,67,56,35,42,66,,,,0,0
367,cd,5/30/20,1,7,Churchill Downs,1,extra effort,Garcia M,2-Jul,0.16,0.29,0.19,0.12,0.42,53,0,Catalano Wayne M,0.11,0.16,0.14,0.14,0.12,53,,,,,,,,0,0
368,cd,5/30/20,1,7,Churchill Downs,2,hands up,Saez G,15-1,0.1,0.3,0.13,0.29,0.43,59,50,Bauer Philip A,0.17,0.14,0.21,0.17,0.07,50,59,54,,,,,,0,0
369,cd,5/30/20,1,7,Churchill Downs,3,trapped n my mind,Mena M,2-Jul,0.08,0.2,0.1,0.1,0.35,66,0,Barkley Jason,0.25,0.15,0.1,0.1,0.08,61,65,0,66,59,,,,0,0
370,cd,5/30/20,1,7,Churchill Downs,4,dancewiththedevil,Santana R Jr,15-1,0.16,0.36,0.19,0,0.4,0,0,Quartarolo Anthony T,0,0,0.05,0.08,0.05,40,,,,,,,,0,0
371,cd,5/30/20,1,7,Churchill Downs,5,brittle and yoo,Castellano J J,2-May,0,0.35,0.13,0.24,0.56,65,0,Cox Brad H,0.25,0.27,0.25,0.23,0.24,65,,,,,5,2-May,2-Mar,5,1
372,cd,5/30/20,1,7,Churchill Downs,6,saintsation,Bejarano R,1-Aug,0.19,0.19,0.11,0.1,0.43,60,39,Flint Bernard S,0.33,0.27,0.2,0.22,0.4,56,59,60,39,,,,,0,0
373,cd,5/30/20,1,7,Churchill Downs,7,our secret agent,Geroux F,1-Feb,0.15,0.24,0.18,0.13,0.41,66,0,Casse Mark,0.13,0.09,0.17,0.17,0.17,66,52,,,,,,,0,0
374,cd,5/30/20,2,8,Churchill Downs,1,colorincolonel,Santana R Jr,15-1,0.16,0.36,0.19,0,0.4,71,56,Quartarolo Anthony T,0,0.08,0.09,0.06,,40,46,63,48,62,,,,0,0
375,cd,5/30/20,2,8,Churchill Downs,2,sun dress,Castanon J L,1-Oct,0,0,0.2,0,0.13,66,65,Roberson Denis W,0,0.15,0.14,0.14,,61,53,51,56,62,,,,0,0
376,cd,5/30/20,2,8,Churchill Downs,3,operatic,Mena M,1-May,0.08,0.2,0.1,0.1,0.35,81,74,Barkley Jason,0.15,0.1,0.1,0.09,,61,60,74,62,66,,,,0,0
377,cd,5/30/20,2,8,Churchill Downs,4,lady cleopatra,Leparoux J R,1-Mar,0.05,0.28,0.1,0.02,0.13,72,70,Vance David R,0.11,0.12,0.13,,,59,68,65,12,51,4,3,5-Aug,5.4,1
378,cd,5/30/20,2,8,Churchill Downs,5,fun paddy,Hernandez B J Jr,1-Oct,0.05,0.41,0.19,0.12,0.37,77,64,Glyshaw Tim,0.13,0.12,0.13,,,54,58,59,50,64,,,,0,0
379,cd,5/30/20,2,8,Churchill Downs,6,seeds of time,Graham J,2-May,0.11,0.3,0.16,0.21,0.55,79,64,Amoss Thomas,0.23,0.2,0.23,0.18,0.22,67,78,71,79,65,,,,0,0
380,cd,5/30/20,2,8,Churchill Downs,7,absolute love,Leon S,1-Dec,0,0.16,0.1,0.15,0.38,67,61,Hiles Jeff A,0,0.08,0.07,0.11,0.16,51,30,56,59,45,,,,0,0
381,cd,5/30/20,2,8,Churchill Downs,8,mongolian humor,Geroux F,1-Mar,0.15,0.24,0.18,0.2,0.46,94,68,Miller Peter,0.2,0.22,0.16,0.22,,0,66,83,66,61,,,,0,0
382,cd,5/30/20,3,16,Churchill Downs,1,bastet,Rosario J,1-Oct,0.23,0.63,0.21,0.15,0.41,0,0,Mott William I,0.1,0.09,0.15,0.13,0.16,,,,,,,,,0,0
383,cd,5/30/20,3,16,Churchill Downs,2,mille fleurs,Cannon D,20-1,0,0.07,0.09,0.13,0.3,0,0,Proctor Thomas F,0.11,0.07,0.17,0.15,0.15,40,,,,,,,,0,0
384,cd,5/30/20,3,16,Churchill Downs,3,tourist like me,Bejarano R,30-1,0.19,0.19,0.11,0.03,0.26,0,47,Oliver Victoria,0.09,0.08,0.08,0.12,,30,47,,,,,,,0,0
385,cd,5/30/20,3,16,Churchill Downs,4,elle m'a souri,Gaffalione T,2-May,0.18,0.44,0.18,0.09,0.38,0,76,DeVaux Cherie,0.12,0.05,0.07,0.15,,75,0,75,76,66,,,,5.6,1
386,cd,5/30/20,3,16,Churchill Downs,5,messina,Velazquez J R,1-Apr,0.21,0.43,0.18,0.19,0.54,0,68,Pletcher Todd A,0.14,0.16,0.22,0.18,0.21,68,59,,,,,,,0,0
387,cd,5/30/20,3,16,Churchill Downs,6,heavenly peace,Ortiz J L,1-Oct,0.14,0.41,0.16,0.17,0.45,0,63,Kenneally Eddie,0.15,0.19,0.17,0.19,,62,63,,,,,,,0,0
388,cd,5/30/20,3,16,Churchill Downs,7,pau hana,Leparoux J R,1-Oct,0.05,0.28,0.1,0.13,0.3,0,67,Proctor Thomas F,0.14,0.15,0.05,,,65,67,,,,,,,0,0
389,cd,5/30/20,3,16,Churchill Downs,8,exceblades,Pedroza M,30-1,0,0,0.09,0,0,0,43,Langemeier John L,0,0,0.21,0.08,,37,42,43,,,,,,0,0
390,cd,5/30/20,3,16,Churchill Downs,9,malibu marlee,Beschizza A,15-1,0,0.25,0.14,0.12,0.42,67,35,Jones J Larry,0,0.1,0.13,0.09,,67,66,66,48,35,,,,0,0
391,cd,5/30/20,3,16,Churchill Downs,10,daddymademedoit,Talamo J,2-Sep,0.02,0.25,0.14,0.06,0.41,44,74,McGee Paul J,0.27,0.1,0.14,0.09,,71,74,68,73,72,,,,0,0
392,cd,5/30/20,3,16,Churchill Downs,11,fashion mo,Graham J,1-Oct,0.11,0.3,0.16,0.1,0.31,0,68,Correas Ignacio IV,0.09,0.09,0.15,,,49,68,,,,,,,0,0
393,cd,5/30/20,3,16,Churchill Downs,12,flying the colors,Castellano J J,1-May,0,0.35,0.13,0.17,0.34,0,67,Motion H Graham,0.19,0.25,0.25,0.19,0.19,67,57,61,,,,,,0,0
394,cd,5/30/20,3,16,Churchill Downs,13,queen medb,Velazquez J R,2-Jul,0.21,0.43,0.18,0.17,0.4,0,77,Walsh Brendan P,0.13,0.14,0.13,0.13,,67,73,77,70,56,,,,7.8,1
395,cd,5/30/20,3,16,Churchill Downs,14,sharethegoodtimes,Geroux F,15-1,0.15,0.24,0.18,0.12,0.4,0,52,Brisset Rodolphe,0.09,0.13,0.1,0.15,0.15,52,,,,,,,,0,0
396,cd,5/30/20,3,16,Churchill Downs,15,talking book,Ortiz J L,1-May,0.14,0.41,0.16,0.22,0.49,0,71,McGaughey III Claude R,0.17,0.21,0.16,0.17,0.17,71,71,,,,,,,0,0
397,cd,5/30/20,3,16,Churchill Downs,16,lipstikliesnlovers,Gaffalione T,1-Aug,0.18,0.44,0.18,0.17,0.45,50,68,Kenneally Eddie,0.15,0.19,0.17,0.19,,63,62,68,58,50,,,,0,0
398,cd,5/30/20,4,7,Churchill Downs,1,its my bag baby,Castellano J J,1-Mar,0,0.35,0.13,0.24,0.56,66,57,Cox Brad H,0.29,0.26,0.25,0.23,0.28,66,58,57,57,56,,,,0,0
399,cd,5/30/20,4,7,Churchill Downs,2,arch ability,Graham J,1-Apr,0.11,0.3,0.16,0.13,0.46,63,62,Desormeaux J Keith,0.14,0.07,0.13,0.12,0.1,69,62,46,63,37,,,,0,0
400,cd,5/30/20,4,7,Churchill Downs,3,albert's barn,Mena M,1-Dec,0.08,0.2,0.1,0.16,0.43,37,0,Blair Jordan,0,0.1,0.11,0.06,0.22,59,37,37,,,,,,0,0
401,cd,5/30/20,4,7,Churchill Downs,4,johnny cab,Hernandez B J Jr,2-Jul,0.05,0.41,0.19,0.16,0.45,76,31,Sharp Joe,0.13,0.08,0.22,0.16,0.19,57,66,68,45,63,4,2-Jul,4,10.2,1
402,cd,5/30/20,4,7,Churchill Downs,5,creekmore,Rosario J,2-May,0.23,0.63,0.21,0.19,0.44,66,0,Moquett Ronald E,0.12,0.15,0.15,0.14,,37,66,61,42,63,,,,0,0
403,cd,5/30/20,4,7,Churchill Downs,6,improbable story,Leon S,1-Aug,0,0.16,0.1,0.27,0.27,56,0,Rider David M,0,0.13,0.23,0.24,0.23,56,26,67,33,24,,,,0,0
404,cd,5/30/20,4,7,Churchill Downs,7,hidden promise,Geroux F,1-Aug,0.15,0.24,0.18,0.16,0.52,60,17,Sadler John W,0.16,0.23,0.2,0.24,,50,60,44,59,24,,,,0,0
405,cd,5/30/20,5,16,Churchill Downs,1,chili nelson,Bejarano R,1-Dec,0.19,0.19,0.11,0.17,0.38,0,0,Sims Phillip A,0.06,0,0.15,0.15,0.13,,,,,,,,,0,0
406,cd,5/30/20,5,16,Churchill Downs,2,magic mo,Cohen D,1-Dec,0.17,0.17,0.14,0,0.5,34,0,Foley Vickie L,0,0,0,0,0.05,34,,,,,,,,0,0
407,cd,5/30/20,5,16,Churchill Downs,3,begin the begin,Cannon D,20-1,0,0.07,0.09,0.12,0.43,34,0,Fawkes David,0.22,0.2,0.14,0.13,0.15,34,,,,,,,,0,0
408,cd,5/30/20,5,16,Churchill Downs,4,dontneedaname,Murrill M,1-Apr,0.09,0.14,0.14,0.24,0.47,0,0,Calhoun William Bret,0.22,0.21,0.39,0.22,0.21,55,,,,,,,,0,0
409,cd,5/30/20,5,16,Churchill Downs,5,time heist,Pedroza M,1-May,0,0,0.09,0.1,0.33,58,0,Holthus Paul E,0.11,0.12,0.1,0.15,,57,49,40,58,,,,,0,0
410,cd,5/30/20,5,16,Churchill Downs,6,digital star,Gaffalione T,1-Mar,0.18,0.44,0.18,0.12,0.42,66,49,Catalano Wayne M,0.11,0.12,0.09,0.17,,53,56,63,71,66,,,,0,0
411,cd,5/30/20,5,16,Churchill Downs,7,jerry's got aces,Rocco J S Jr,1-Oct,0,0,0.09,0.06,0.27,73,0,Von Hemel Donnie K,0.17,0,0.21,0.11,0.13,41,42,66,56,73,,,,0,0
412,cd,5/30/20,5,16,Churchill Downs,8,lover boy,Graham J,30-1,0.11,0.3,0.16,0.08,0.31,0,0,Ennis John,0.04,0,0.04,0.07,0.03,,,,,,,,,0,0
413,cd,5/30/20,5,16,Churchill Downs,9,mr. class,Saez G,20-1,0.1,0.3,0.13,0.13,0.46,50,0,Desormeaux J Keith,0.06,0.13,0.12,0.19,,23,43,50,24,33,,,,0,0
414,cd,5/30/20,5,16,Churchill Downs,10,why why paul why,Burke J,1-Aug,0,0,0.06,0.09,0.45,0,0,Demeritte Larry,0.25,0.15,0.18,0.23,,,,,,,,,,0,0
415,cd,5/30/20,5,16,Churchill Downs,11,suspect,McKee J,1-Oct,0.07,0.14,0.11,0,0.27,62,0,Wainwright John C,0,0,0.09,0.1,0.2,45,60,62,37,37,,,,0,0
416,cd,5/30/20,5,16,Churchill Downs,12,forbetterorworse,Lanerie C J,1-Jun,0.12,0.33,0.14,0.17,0.38,65,0,Sims Phillip A,0.5,0.15,0.15,0.13,,58,65,,,,,,,0,0
417,cd,5/30/20,5,16,Churchill Downs,13,my pal dal,Miranda R,15-1,0,0.25,0.1,0,0,0,0,Goodman Doug C,0.19,0.21,,,,,,,,,,,,0,0
418,cd,5/30/20,5,16,Churchill Downs,14,natural history,Santana R Jr,1-Dec,0.16,0.36,0.19,0.17,0.4,54,46,Walsh Brendan P,0.19,0.16,0.3,0.17,0.18,38,50,54,46,,14,12,16,35.4,1
419,cd,5/30/20,5,16,Churchill Downs,15,queen's mason,Garcia M,1-May,0.16,0.29,0.19,0.11,0.24,73,78,Tomlinson Michael A,0.11,0.14,0.16,0.12,,55,45,73,71,53,,,,0,0
420,cd,5/30/20,5,16,Churchill Downs,16,magic sam,Hernandez B J Jr,1-Dec,0.05,0.41,0.19,0.22,0.78,0,0,Corrigan Jim,0,0.13,0.14,0.22,,,,,,,,,,0,0
421,cd,5/30/20,6,20,Churchill Downs,2,letmeno,Leparoux J R,1-May,0.05,0.28,0.1,0.11,0.34,80,81,Wilkes Ian R,0.14,0.13,0.13,0.14,,81,64,80,78,80,,,,0,0
422,cd,5/30/20,6,20,Churchill Downs,1,prefect,Bejarano R,1-Dec,0.19,0.19,0.11,0.09,0.29,12,74,Arnold George R II,0.23,0.14,0.14,0.12,0.22,74,70,53,69,12,,,,0,0
423,cd,5/30/20,6,20,Churchill Downs,3,jurgen,Santana R Jr,1-Dec,0.16,0.36,0.19,0.16,0.52,0,75,Sadler John W,0.18,0.17,0.2,0.15,,75,72,70,70,,,,,0,0
424,cd,5/30/20,6,20,Churchill Downs,4,strong tide,Bridgmohan S X,30-1,0.11,0.33,0.21,0.13,0.29,76,0,Lauer Michael E,0.07,0.07,0.11,0.07,0.08,76,65,65,47,42,,,,0,0
425,cd,5/30/20,6,20,Churchill Downs,5,buy me candy,Lanerie C J,1-Jun,0.12,0.33,0.14,0.1,0.31,0,79,Correas Ignacio IV,0.05,0.08,0.09,0.09,0.07,79,63,,,,,,,0,0
426,cd,5/30/20,6,20,Churchill Downs,6,noble order,Geroux F,1-Jun,0.15,0.24,0.18,0.24,0.56,0,72,Cox Brad H,0.21,0.24,0.26,0.25,,72,66,32,,,,,,0,0
427,cd,5/30/20,6,20,Churchill Downs,7,czechmight,Talamo J,1-Dec,0.02,0.25,0.14,0.17,0.43,73,0,Baltas Richard,0.14,0.19,0.19,0.19,0.19,63,73,51,,,,,,0,0
428,cd,5/30/20,6,20,Churchill Downs,8,spanish kingdom,Hernandez B J Jr,20-1,0.05,0.41,0.19,0.16,0.45,65,74,Sharp Joe,0.14,0.15,0.12,0.17,,65,70,60,67,74,8,20,25,55,1
429,cd,5/30/20,6,20,Churchill Downs,9,kid mercury,Velazquez J R,1-Dec,0.21,0.43,0.18,0.17,0.34,0,72,Motion H Graham,0.2,0.19,0.19,0.21,,65,72,65,64,64,,,,0,0
430,cd,5/30/20,6,20,Churchill Downs,10,tiesto,Rosario J,2-May,0.23,0.63,0.21,0.15,0.41,0,85,Mott William I,0.2,0.13,0.16,0.21,,85,68,76,,,,,,0,0
431,cd,5/30/20,6,20,Churchill Downs,11,tabled,Ortiz J L,1-Jun,0.14,0.41,0.16,0.2,0.49,44,80,Stidham Michael,0.2,0.17,0.19,0.17,0.16,80,79,61,44,47,,,,0,0
432,cd,5/30/20,6,20,Churchill Downs,12,angelus warrior,Gaffalione T,1-Dec,0.18,0.44,0.18,0.2,0.48,0,74,Maker Michael J,0.16,0.17,0.16,0.17,0.14,74,70,61,50,,,,,0,0
433,cd,5/30/20,6,20,Churchill Downs,13,moon over miami,Velazquez J R,1-Oct,0.21,0.43,0.18,0.15,0.41,82,79,Mott William I,0.2,0.13,0.16,0.21,,79,74,64,82,58,,,,0,0
434,cd,5/30/20,6,20,Churchill Downs,14,sharecropper,Rosario J,1-Oct,0.23,0.63,0.21,0.16,0.38,74,0,Stall Albert M Jr,0.12,0.23,0.3,0.2,0.18,64,74,72,52,,,,,0,0
435,cd,5/30/20,6,20,Churchill Downs,15,pleasecallmeback,Gaffalione T,15-1,0.18,0.44,0.18,0.17,0.45,61,77,Kenneally Eddie,0.24,0.67,0.15,0.19,0.17,75,77,61,72,68,,,,0,0
436,cd,5/30/20,6,20,Churchill Downs,16,strike appeal,Carroll D,15-1,0,0.3,0.12,0.13,0.41,60,56,Casse Mark,0.13,0.12,0.15,0.16,0.18,60,77,56,57,57,,,,0,0
437,cd,5/30/20,6,20,Churchill Downs,17,man in the can,Talamo J,1-Mar,0.02,0.25,0.14,0.19,0.44,87,0,Moquett Ronald E,0.11,0.15,0.14,0.15,,87,75,68,74,,,,,0,0
438,cd,5/30/20,6,20,Churchill Downs,18,violent pass,Rocco J S Jr,1-Apr,0,0,0.09,0.06,0.27,83,0,Von Hemel Donnie K,0.21,0.07,0.11,0.1,0.08,83,53,74,,,,,,0,0
439,cd,5/30/20,6,20,Churchill Downs,19,adhhar,Graham J,1-Apr,0.11,0.3,0.16,0.21,0.55,74,0,Amoss Thomas,0.2,0.2,0.2,0.23,0.18,78,74,69,65,43,,,,0,0
440,cd,5/30/20,6,20,Churchill Downs,1A,dack janiel's,Cannon D,1-Dec,0,0.07,0.09,0.14,0.38,81,63,Sisterson Jack,0.17,0.05,0.18,0.14,0.14,81,81,52,76,63,,,,0,0
441,cd,5/30/20,7,9,Churchill Downs,1,sneaking out,Ortiz J L,1-Dec,0.14,0.41,0.16,0.13,0.35,88,0,Hollendorfer Jerry,0.14,0.18,0.23,0.17,0.18,88,65,75,84,86,,,,0,0
442,cd,5/30/20,7,9,Churchill Downs,2,break even,Rosario J,5-Sep,0.23,0.63,0.21,0.24,0.56,99,95,Cox Brad H,0.33,0.26,0.27,0.25,0.23,92,54,89,95,99,,,,0,0
443,cd,5/30/20,7,9,Churchill Downs,3,princess causeway,Landeros C,1-Dec,0.07,0.14,0.07,0.11,0.34,92,87,Wilkes Ian R,0.14,0.16,0.14,0.13,0.09,92,75,86,78,87,,,,0,0
444,cd,5/30/20,7,9,Churchill Downs,4,bell's the one,Lanerie C J,15-1,0.12,0.33,0.14,0.07,0.3,93,78,Pessin Neil L,0.05,0,0.1,0.07,0.2,76,85,93,91,81,4,15,13,28.2,1
445,cd,5/30/20,7,9,Churchill Downs,5,unique factor,Geroux F,30-1,0.15,0.24,0.18,0.2,0.46,86,77,Miller Peter,0.22,0.22,0.22,0.14,,86,75,82,72,77,,,,0,0
446,cd,5/30/20,7,9,Churchill Downs,6,take charge angel,Leparoux J R,20-1,0.05,0.28,0.1,0.14,0.42,90,0,Colebrook Ben,0.14,0.27,0.14,0.13,0.06,82,80,80,90,5,,,,0,0
447,cd,5/30/20,7,9,Churchill Downs,7,spiced perfection,Castellano J J,2-Jul,0,0.35,0.13,0.13,0.41,93,85,Casse Mark,0.13,0.13,0.17,0.17,0.11,83,90,89,91,85,,,,0,0
448,cd,5/30/20,7,9,Churchill Downs,8,mia mischief,Santana R Jr,5-Aug,0.16,0.36,0.19,0.17,0.46,99,0,Asmussen Steven M,0.19,0.21,0.2,0.2,0.17,99,88,88,87,77,,,,0,0
449,cd,5/30/20,7,9,Churchill Downs,9,lady suebee,Baze T C,20-1,0.13,0.31,0.1,0.16,0.52,89,85,Sadler John W,0.24,0.16,0.23,0.2,0.19,81,73,82,80,75,,,,0,0
450,cd,5/30/20,8,16,Churchill Downs,1,aztec empire,Santana R Jr,1-Aug,0.16,0.36,0.19,0.19,0.44,71,0,Moquett Ronald E,0.15,0.15,0.14,0.16,,67,72,75,67,71,,,,0,0
451,cd,5/30/20,8,16,Churchill Downs,2,tiz the journey,Gaffalione T,20-1,0.18,0.44,0.18,0.08,0.24,69,0,Zito Nicholas P,0.11,0.08,0.07,0.08,0.02,67,62,69,62,49,,,,0,0
452,cd,5/30/20,8,16,Churchill Downs,3,mau mau,Rosario J,1-Oct,0.23,0.63,0.21,0.15,0.41,60,0,Mott William I,0.15,0.16,0.2,0.16,0.15,60,,,,,,,,0,0
453,cd,5/30/20,8,16,Churchill Downs,4,fifty grand,Garcia M,15-1,0.16,0.29,0.19,0.1,0.34,0,0,Lukas D Wayne,0,0.15,0.09,0.07,0.04,,,,,,,,,0,0
